OrthoGroup	t	S	N	dNdS	dN	dS
OG0009258	0.1286	214.5	685.5	1	0.0429	0.0429
OG0009259	0.0747	229.1	769.9	1	0.0249	0.0249
OG0009260	0.0997	126.5	311.5	1	0.0332	0.0332
OG0009261	0.0223	356	1021	1	0.0074	0.0074
OG0009262	0.0665	153.8	269.2	1	0.0222	0.0222
OG0009263	0.0539	148.3	361.7	1	0.018	0.018
OG0009265	0.0594	151.3	469.7	1	0.0198	0.0198
OG0009266	0.0564	172.5	433.5	1	0.0188	0.0188
OG0009267	0.0378	159.8	326.2	1	0.0126	0.0126
OG0009268	0.0374	423.3	1370.7	1	0.0125	0.0125
OG0009269	0.0355	571.5	1399.5	1	0.0118	0.0118
OG0009270	0.0268	264.4	647.6	1	0.0089	0.0089
OG0009271	0.0557	402.8	1085.2	1	0.0186	0.0186
OG0009272	0.0754	257.4	684.6	1	0.0251	0.0251
OG0009273	0.0954	197.7	648.3	1	0.0318	0.0318
OG0009274	0.0431	606	1521	1	0.0144	0.0144
OG0009275	0.0276	183.7	812.3	1	0.0092	0.0092
OG0009276	0.0616	293.8	657.2	1	0.0205	0.0205
OG0009277	0.0444	79.8	472.2	1	0.0148	0.0148
OG0009278	0	119.8	336.2	1	0	0
OG0009279	0.0543	314	712	1	0.0181	0.0181
OG0009280	0.0358	392.5	975.5	1	0.0119	0.0119
OG0009281	0.1313	194.6	480.4	1	0.0438	0.0438
OG0009282	0.0238	203.7	441.3	1	0.0079	0.0079
OG0009283	0.0671	602.2	1419.8	1	0.0224	0.0224
OG0009285	0.0369	125.5	291.5	1	0.0123	0.0123
OG0009287	0.0321	291.7	752.3	1	0.0107	0.0107
OG0009288	0.0245	260.8	609.2	1	0.0082	0.0082
OG0009289	0.0452	618.4	1472.6	1	0.0151	0.0151
OG0009290	0.0277	150.2	284.8	1	0.0092	0.0092
OG0009291	0.09	336.9	1037.1	1	0.03	0.03
OG0009292	0.07	114	288	1	0.0233	0.0233
OG0009293	0.1003	173.1	642.9	1	0.0334	0.0334
OG0009294	0.0406	361.8	1204.2	1	0.0135	0.0135
OG0009295	0.1282	200.6	603.4	1	0.0427	0.0427
OG0009296	0.0536	386.7	1272.3	1	0.0179	0.0179
OG0009297	0.0336	163.9	562.1	1	0.0112	0.0112
OG0009298	0.0078	120.7	272.3	1	0.0026	0.0026
OG0009299	0.0598	152.5	360.5	1	0.0199	0.0199
OG0009300	0.0572	281.7	852.3	1	0.0191	0.0191
OG0009301	0.0601	87.7	224.3	1	0.02	0.02
OG0009302	0.0239	151.5	355.5	1	0.008	0.008
OG0009303	0.0442	162.5	527.5	1	0.0147	0.0147
OG0009304	0.0797	227.3	549.7	1	0.0266	0.0266
OG0009305	0.0166	70.2	292.8	1	0.0055	0.0055
OG0009306	0.2589	106.3	268.7	1	0.0863	0.0863
OG0009307	0.0157	267	522	1	0.0052	0.0052
OG0009308	0.0587	51.1	263.9	1	0.0196	0.0196
OG0009309	0.0232	414.4	1163.6	1	0.0077	0.0077
OG0009310	0.0481	266.4	696.6	1	0.016	0.016
OG0009311	0.0297	391.4	937.6	1	0.0099	0.0099
OG0009312	0.1755	124.4	310.6	1	0.0585	0.0585
OG0009313	0.0685	138.5	395.5	1	0.0228	0.0228
OG0009316	0.0538	392.9	984.1	1	0.0179	0.0179
OG0009317	0.0801	413.6	1023.4	1	0.0267	0.0267
OG0009318	0.0829	84.2	215.8	1	0.0276	0.0276
OG0009319	0.05	138.3	470.7	1	0.0167	0.0167
OG0009320	0.0189	115.8	367.2	1	0.0063	0.0063
OG0009321	0.0104	144	441	1	0.0035	0.0035
OG0009322	0.0307	422	1063	1	0.0102	0.0102
OG0009323	0.0466	222.2	509.8	1	0.0155	0.0155
OG0009324	0.0414	200.6	543.4	1	0.0138	0.0138
OG0009325	0.0364	368.4	906.6	1	0.0121	0.0121
OG0009326	0.0367	689.2	1743.8	1	0.0122	0.0122
OG0009327	0.0331	241.5	676.5	1	0.011	0.011
OG0009328	0.0357	561.6	1238.4	1	0.0119	0.0119
OG0009329	0.0284	910.4	2197.6	1	0.0095	0.0095
OG0009330	0.11	91.4	277.6	1	0.0367	0.0367
OG0009331	0.0415	346	749	1	0.0138	0.0138
OG0009332	0.078	645.9	2015.1	1	0.026	0.026
OG0009333	0.0292	244.7	799.3	1	0.0097	0.0097
OG0009334	0.0518	369.6	935.4	1	0.0173	0.0173
OG0009335	0.049	391.1	1054.9	1	0.0163	0.0163
OG0009336	0.0698	286.6	685.4	1	0.0233	0.0233
OG0009337	0.1114	374.9	1077.1	1	0.0371	0.0371
OG0009338	0.0488	343.1	1111.9	1	0.0163	0.0163
OG0009340	0.0395	143.4	396.6	1	0.0132	0.0132
OG0009341	0.1395	230.3	621.7	1	0.0465	0.0465
OG0009342	0.0363	127	383	1	0.0121	0.0121
OG0009343	0.01	145.8	463.2	1	0.0033	0.0033
OG0009344	0.0072	71.8	348.2	1	0.0024	0.0024
OG0009345	0.0173	264.9	617.1	1	0.0058	0.0058
OG0009346	0.0167	182.7	366.3	1	0.0056	0.0056
OG0009347	0.0662	386.4	1086.6	1	0.0221	0.0221
OG0009348	0.0383	105.8	533.2	1	0.0128	0.0128
OG0009351	0.059	189.7	689.3	1	0.0197	0.0197
OG0009352	0.0399	177.5	590.5	1	0.0133	0.0133
OG0009353	0.0491	150.5	413.5	1	0.0164	0.0164
OG0009354	0.0199	237.8	506.2	1	0.0066	0.0066
OG0009355	0.0313	176.7	504.3	1	0.0104	0.0104
OG0009356	0.0488	520.7	1738.3	1	0.0163	0.0163
OG0009357	0.0763	103.7	382.3	1	0.0254	0.0254
OG0009358	0.2431	85.7	217.3	1	0.081	0.081
OG0009359	0.078	234.6	668.4	1	0.026	0.026
OG0009360	0.0808	404.4	1161.6	1	0.0269	0.0269
OG0009361	0.088	145.4	340.6	1	0.0293	0.0293
OG0009362	0.0541	126.2	608.8	1	0.018	0.018
OG0009363	0.0488	488.8	888.2	1	0.0163	0.0163
OG0009364	0.0921	257.8	591.2	1	0.0307	0.0307
OG0009365	0.1007	357	1059	1	0.0336	0.0336
OG0009366	0.0104	246	624	1	0.0035	0.0035
OG0009367	0.0506	209.4	468.6	1	0.0169	0.0169
OG0009368	0.082	145.1	382.9	1	0.0273	0.0273
OG0009369	0.0308	110.6	483.4	1	0.0103	0.0103
OG0009370	0.0546	708.3	1880.7	1	0.0182	0.0182
OG0009371	0.0392	516.8	1058.2	1	0.0131	0.0131
OG0009372	0.049	217.7	475.3	1	0.0163	0.0163
OG0009374	0.0368	306.9	689.1	1	0.0123	0.0123
OG0009375	0.0775	583.1	1417.9	1	0.0258	0.0258
OG0009376	0.0685	355.1	865.9	1	0.0228	0.0228
OG0009377	0.1932	110.3	285.7	1	0.0644	0.0644
OG0009378	0.0662	211	581	1	0.0221	0.0221
OG0009379	1.5951	67.4	181.6	1	0.5317	0.5317
OG0009380	0.0288	265.9	484.1	1	0.0096	0.0096
OG0009381	0.0312	300	684	1	0.0104	0.0104
OG0009382	0.0614	479.7	1188.3	1	0.0205	0.0205
OG0009383	0.1272	178.8	412.2	1	0.0424	0.0424
OG0009384	0.0354	451.3	1015.7	1	0.0118	0.0118
OG0009385	0.143	104.5	357.5	1	0.0477	0.0477
OG0009388	0.5451	87	216	1	0.1817	0.1817
OG0009390	0.0523	208.4	448.6	1	0.0174	0.0174
OG0009391	0.0457	232.8	514.2	1	0.0152	0.0152
OG0009392	0.0571	122.9	363.1	1	0.019	0.019
OG0009393	0.0404	263	649	1	0.0135	0.0135
OG0009394	0.04	132	393	1	0.0133	0.0133
OG0009395	0.0429	523.4	1471.6	1	0.0143	0.0143
OG0009396	0.048	251.4	642.6	1	0.016	0.016
OG0009397	0.1085	190.1	469.9	1	0.0362	0.0362
OG0009398	0.032	292	842	1	0.0107	0.0107
OG0009399	0.0282	259.7	604.3	1	0.0094	0.0094
OG0009400	0.1289	203.1	477.9	1	0.043	0.043
OG0009401	0.2299	134.8	330.2	1	0.0766	0.0766
OG0009402	0.0457	185.1	552.9	1	0.0152	0.0152
OG0009403	0.0362	139.9	457.1	1	0.0121	0.0121
OG0009404	0.0873	168.8	437.2	1	0.0291	0.0291
OG0009405	0.0346	136.8	208.2	1	0.0115	0.0115
OG0009406	0.0281	258.9	824.1	1	0.0094	0.0094
OG0009407	0.0339	615.7	1460.3	1	0.0113	0.0113
OG0009408	0.0963	369.6	974.4	1	0.0321	0.0321
OG0009409	0.0234	321.8	722.2	1	0.0078	0.0078
OG0009410	0.0563	335.6	804.4	1	0.0188	0.0188
OG0009411	0.0133	432.9	1163.1	1	0.0044	0.0044
OG0009412	0.033	356.7	837.3	1	0.011	0.011
OG0009413	0.0265	216	471	1	0.0088	0.0088
OG0009414	0.0367	277.1	721.9	1	0.0122	0.0122
OG0009415	0.0359	162	351	1	0.012	0.012
OG0009416	0.0283	250.4	616.6	1	0.0094	0.0094
OG0009417	0.0178	115.9	226.1	1	0.0059	0.0059
OG0009418	0.0386	401.8	861.2	1	0.0129	0.0129
OG0009419	0.0197	164.7	456.3	1	0.0066	0.0066
OG0009420	0.0686	94.9	220.1	1	0.0229	0.0229
OG0009421	0.0073	59.2	354.8	1	0.0024	0.0024
OG0009422	0.0725	356.8	1173.2	1	0.0242	0.0242
OG0009423	0.0334	412.4	964.6	1	0.0111	0.0111
OG0009424	0.058	154.1	481.9	1	0.0193	0.0193
OG0009425	0.0842	93.8	236.2	1	0.0281	0.0281
OG0009426	0.0362	429.7	926.3	1	0.0121	0.0121
OG0009427	0.0231	282.9	632.1	1	0.0077	0.0077
OG0009428	0.0428	250.3	610.7	1	0.0143	0.0143
OG0009430	0.0267	161.2	408.8	1	0.0089	0.0089
OG0009431	0.093	95.2	270.8	1	0.031	0.031
OG0009432	0.0187	180.2	470.8	1	0.0062	0.0062
OG0009433	0.02	237.1	527.9	1	0.0067	0.0067
OG0009434	0.045	234	522	1	0.015	0.015
OG0009435	0.0051	203.8	396.2	1	0.0017	0.0017
OG0009436	0.048	144.3	497.7	1	0.016	0.016
OG0009437	0.3091	316.5	904.5	1	0.103	0.103
OG0009438	0.0432	352.6	850.4	1	0.0144	0.0144
OG0009439	0.1023	88.4	214.6	1	0.0341	0.0341
OG0009440	0.024	381.8	1019.2	1	0.008	0.008
OG0009442	0.0501	751.9	2005.1	1	0.0167	0.0167
OG0009443	0.0396	232.8	619.2	1	0.0132	0.0132
OG0009444	0.0547	138.5	317.5	1	0.0182	0.0182
OG0009445	0.0419	131.8	525.2	1	0.014	0.014
OG0009446	0.016	146.3	426.7	1	0.0053	0.0053
OG0009448	0.0582	134.3	453.7	1	0.0194	0.0194
OG0009449	0.0843	156.4	539.6	1	0.0281	0.0281
OG0009450	0.0594	296.1	744.9	1	0.0198	0.0198
OG0009451	0.0292	440.6	1119.4	1	0.0097	0.0097
OG0009452	0.0204	81.7	218.3	1	0.0068	0.0068
OG0009453	0.0398	170	373	1	0.0133	0.0133
OG0009454	0.4247	113.6	327.4	1	0.1416	0.1416
OG0009455	0.1353	110.4	312.6	1	0.0451	0.0451
OG0009458	0.0137	120	324	1	0.0046	0.0046
OG0009459	0.032	182.4	393.6	1	0.0107	0.0107
OG0009460	0.0501	401.2	1071.8	1	0.0167	0.0167
OG0009461	0.0339	141.5	488.5	1	0.0113	0.0113
OG0009462	0.0217	492.1	1043.9	1	0.0072	0.0072
OG0009463	0.0388	225.1	647.9	1	0.0129	0.0129
OG0009464	0.0206	106.8	337.2	1	0.0069	0.0069
OG0009465	0.0699	291.1	809.9	1	0.0233	0.0233
OG0009466	0.4614	128.6	270.4	1	0.1538	0.1538
OG0009467	0.0262	409.9	766.1	1	0.0087	0.0087
OG0009468	0.0306	573	1419	1	0.0102	0.0102
OG0009469	0.0222	739.1	1597.9	1	0.0074	0.0074
OG0009470	0.1129	173.8	378.2	1	0.0376	0.0376
OG0009471	0.0381	297.3	749.7	1	0.0127	0.0127
OG0009474	0.0607	216.9	443.1	1	0.0202	0.0202
OG0009476	0.0262	270.3	539.7	1	0.0087	0.0087
OG0009477	0.0511	72.4	227.6	1	0.017	0.017
OG0009478	0.0407	184.2	412.8	1	0.0136	0.0136
OG0009479	0.0653	312.1	818.9	1	0.0218	0.0218
OG0009480	0.0816	189.1	497.9	1	0.0272	0.0272
OG0009481	0.031	572.9	1413.1	1	0.0103	0.0103
OG0009482	0.1147	208.8	739.2	1	0.0382	0.0382
OG0009483	0.0928	96.9	239.1	1	0.0309	0.0309
OG0009484	0.0505	73.5	292.5	1	0.0168	0.0168
OG0009485	0.0683	214.2	508.8	1	0.0228	0.0228
OG0009486	0.0258	309.9	875.1	1	0.0086	0.0086
OG0009487	0.0548	293.9	936.1	1	0.0183	0.0183
OG0009488	0.0309	180.3	512.7	1	0.0103	0.0103
OG0009489	0.0563	33.3	296.7	1	0.0188	0.0188
OG0009490	0.0778	196.1	517.9	1	0.0259	0.0259
OG0009491	0.0283	209.1	546.9	1	0.0094	0.0094
OG0009493	0.024	131.2	255.8	1	0.008	0.008
OG0009494	0.0131	166.8	532.2	1	0.0044	0.0044
OG0009495	0.0366	77.8	255.2	1	0.0122	0.0122
OG0009496	0.0255	949.5	2287.5	1	0.0085	0.0085
OG0009497	0.0363	275.1	645.9	1	0.0121	0.0121
OG0009498	0.0371	334.4	1237.6	1	0.0124	0.0124
OG0009499	0.0895	692.8	2013.2	1	0.0298	0.0298
OG0009500	0.0424	395.5	978.5	1	0.0141	0.0141
OG0009501	0.0355	505.8	1381.2	1	0.0118	0.0118
OG0009502	0.0351	238.8	466.2	1	0.0117	0.0117
OG0009503	0.0176	411.5	1145.5	1	0.0059	0.0059
OG0009504	0.0235	491.2	1323.8	1	0.0078	0.0078
OG0009505	0.0894	112.8	301.2	1	0.0298	0.0298
OG0009506	0.017	511.3	1090.7	1	0.0057	0.0057
OG0009507	0.0354	483.1	983.9	1	0.0118	0.0118
OG0009508	0.0684	173.6	504.4	1	0.0228	0.0228
OG0009509	0.4885	75.7	206.3	1	0.1628	0.1628
OG0009510	0.069	409.6	1015.4	1	0.023	0.023
OG0009512	0.0107	370.2	1051.8	1	0.0036	0.0036
OG0009513	0.0939	178.6	421.4	1	0.0313	0.0313
OG0009514	0.0502	332.1	828.9	1	0.0167	0.0167
OG0009515	0.0665	883.9	2719.1	1	0.0222	0.0222
OG0009516	0.1295	166.8	463.2	1	0.0432	0.0432
OG0009517	0.0489	147.5	539.5	1	0.0163	0.0163
OG0009518	0.0711	323	889	1	0.0237	0.0237
OG0009520	0.0312	755.2	1701.8	1	0.0104	0.0104
OG0009522	0.0434	270.6	866.4	1	0.0145	0.0145
OG0009523	0.0546	221.1	738.9	1	0.0182	0.0182
OG0009525	0.1538	96.9	251.1	1	0.0513	0.0513
OG0009526	0.0364	1549.9	3499.1	1	0.0121	0.0121
OG0009527	0.0282	178	470	1	0.0094	0.0094
OG0009528	0.0451	402.3	1034.7	1	0.015	0.015
OG0009529	0.088	295.4	757.6	1	0.0293	0.0293
OG0009530	0.1281	558.8	1394.2	1	0.0427	0.0427
OG0009531	0.0404	83.6	294.4	1	0.0135	0.0135
OG0009532	0.0656	172.1	397.9	1	0.0219	0.0219
OG0009533	0.031	489.9	1082.1	1	0.0103	0.0103
OG0009534	0.0283	132	513	1	0.0094	0.0094
OG0009535	0.3015	122.9	387.1	1	0.1005	0.1005
OG0009537	0.0651	93.2	287.8	1	0.0217	0.0217
OG0009538	0.0401	157.6	454.4	1	0.0134	0.0134
OG0009539	0.058	260.7	693.3	1	0.0193	0.0193
OG0009540	0.0421	98	343	1	0.014	0.014
OG0009541	0.0386	787.3	1522.7	1	0.0129	0.0129
OG0009542	0.04	103.6	202.4	1	0.0133	0.0133
OG0009543	0.0521	40.5	262.5	1	0.0174	0.0174
OG0009544	0.0399	163.4	520.6	1	0.0133	0.0133
OG0009545	0.036	162.5	338.5	1	0.012	0.012
OG0009547	0.2711	72.2	239.8	1	0.0904	0.0904
OG0009548	0.095	185.3	558.7	1	0.0317	0.0317
OG0009549	0.041	191.3	933.7	1	0.0137	0.0137
OG0009550	0.0404	186.8	350.2	1	0.0135	0.0135
OG0009551	0.0131	236.5	693.5	1	0.0044	0.0044
OG0009552	0.082	146	535	1	0.0273	0.0273
OG0009553	0.0268	543	1401	1	0.0089	0.0089
OG0009554	0.0324	904	2126	1	0.0108	0.0108
OG0009555	0.1262	130.2	388.8	1	0.0421	0.0421
OG0009556	0.0206	287.7	738.3	1	0.0069	0.0069
OG0009557	0.0461	163.8	370.2	1	0.0154	0.0154
OG0009558	0.0475	818.3	1896.7	1	0.0158	0.0158
OG0009559	0.1027	167.6	558.4	1	0.0342	0.0342
OG0009560	0.0471	442.1	1117.9	1	0.0157	0.0157
OG0009561	0.0425	341.6	747.4	1	0.0142	0.0142
OG0009562	0.0674	400.6	1057.4	1	0.0225	0.0225
OG0009563	0.0255	878.4	2247.6	1	0.0085	0.0085
OG0009564	0.1284	104.9	261.1	1	0.0428	0.0428
OG0009565	0.0447	277.2	688.8	1	0.0149	0.0149
OG0009566	0.2216	113.8	276.2	1	0.0739	0.0739
OG0009567	0.7494	182.8	351.2	1	0.2498	0.2498
OG0009569	0.0294	200.3	426.7	1	0.0098	0.0098
OG0009570	0.0388	527.9	1215.1	1	0.0129	0.0129
OG0009571	0.0374	326.3	744.7	1	0.0125	0.0125
OG0009572	0.0436	371	487	1	0.0145	0.0145
OG0009573	0.0663	430.1	1336.9	1	0.0221	0.0221
OG0009574	0.0581	147.9	335.1	1	0.0194	0.0194
OG0009575	0.0246	336.3	659.7	1	0.0082	0.0082
OG0009576	0.0611	357.5	695.5	1	0.0204	0.0204
OG0009577	0.1448	391.9	1057.1	1	0.0483	0.0483
OG0009578	0.0565	772.8	1954.2	1	0.0188	0.0188
OG0009579	0.079	1153.9	2653.1	1	0.0263	0.0263
OG0009580	0.0316	357.1	902.9	1	0.0105	0.0105
OG0009581	0.0307	276	714	1	0.0102	0.0102
OG0009582	0.0322	321.2	908.8	1	0.0107	0.0107
OG0009583	0.0379	235.8	574.2	1	0.0126	0.0126
OG0009584	0.0476	249.2	653.8	1	0.0159	0.0159
OG0009585	0.2071	105.7	269.3	1	0.069	0.069
OG0009586	0.0343	544.8	1684.2	1	0.0114	0.0114
OG0009587	0.0396	126.5	341.5	1	0.0132	0.0132
OG0009588	0.0256	711.1	1790.9	1	0.0085	0.0085
OG0009589	0.0768	265.8	580.2	1	0.0256	0.0256
OG0009591	0.9719	111.8	257.2	1	0.324	0.324
OG0009592	0.0476	166.8	670.2	1	0.0159	0.0159
OG0009593	0.0454	265.8	553.2	1	0.0151	0.0151
OG0009594	0.0411	164.8	438.2	1	0.0137	0.0137
OG0009595	0.0502	749.5	1755.5	1	0.0167	0.0167
OG0009596	0.0157	1137.4	2720.6	1	0.0052	0.0052
OG0009597	0.0443	113.8	372.2	1	0.0148	0.0148
OG0009598	0.1396	304.1	1015.9	1	0.0465	0.0465
OG0009599	0.0065	155.3	303.7	1	0.0022	0.0022
OG0009600	0.056	460.3	1048.7	1	0.0187	0.0187
OG0009601	0.0363	318.8	1031.2	1	0.0121	0.0121
OG0009603	0.0395	197.4	576.6	1	0.0132	0.0132
OG0009604	0.198	131.1	675.9	1	0.066	0.066
OG0009605	0.0486	250.2	634.8	1	0.0162	0.0162
OG0009606	0.0372	154.5	340.5	1	0.0124	0.0124
OG0009607	0.1918	138.9	422.1	1	0.0639	0.0639
OG0009608	0.0723	341.9	852.1	1	0.0241	0.0241
OG0009609	0.0664	123.1	251.9	1	0.0221	0.0221
OG0009610	0.0542	317.3	714.7	1	0.0181	0.0181
OG0009611	0.0289	305.5	753.5	1	0.0096	0.0096
OG0009612	0.0229	416	1186	1	0.0076	0.0076
OG0009613	0.0632	220.1	562.9	1	0.0211	0.0211
OG0009614	0.0506	209.7	711.3	1	0.0169	0.0169
OG0009615	0.0452	498	1200	1	0.0151	0.0151
OG0009616	0.0512	182.7	417.3	1	0.0171	0.0171
OG0009617	0.0206	343.9	985.1	1	0.0069	0.0069
OG0009618	0.0093	116.1	195.9	1	0.0031	0.0031
OG0009619	0.0296	172.5	544.5	1	0.0099	0.0099
OG0009620	0.0361	318.2	1211.8	1	0.012	0.012
OG0009621	0.0273	215.4	567.6	1	0.0091	0.0091
OG0009622	0.0647	90.6	338.4	1	0.0216	0.0216
OG0009623	0.0605	119.1	288.9	1	0.0202	0.0202
OG0009626	0.0284	90.9	230.1	1	0.0095	0.0095
OG0009627	0.0508	505.9	1312.1	1	0.0169	0.0169
OG0009628	0.0861	279.1	734.9	1	0.0287	0.0287
OG0009629	0.0532	394.6	931.4	1	0.0177	0.0177
OG0009630	0.0208	140.2	441.8	1	0.0069	0.0069
OG0009631	0.0385	207.3	431.7	1	0.0128	0.0128
OG0009632	0.0454	463.1	1429.9	1	0.0151	0.0151
OG0009633	0.1202	150.8	431.2	1	0.0401	0.0401
OG0009634	0.087	256.2	634.8	1	0.029	0.029
OG0009635	0.0437	191.8	582.2	1	0.0146	0.0146
OG0009636	0.0306	216.2	779.8	1	0.0102	0.0102
OG0009637	0.0502	176.6	498.4	1	0.0167	0.0167
OG0009638	0.0259	303.1	755.9	1	0.0086	0.0086
OG0009640	0.0374	143.7	345.3	1	0.0125	0.0125
OG0009641	0.0142	141.6	503.4	1	0.0047	0.0047
OG0009643	0.0652	106.7	460.3	1	0.0217	0.0217
OG0009644	0.0273	223.7	670.3	1	0.0091	0.0091
OG0009645	0.0447	108.1	371.9	1	0.0149	0.0149
OG0009646	0.0869	265.3	742.7	1	0.029	0.029
OG0009647	0.0479	161.2	480.8	1	0.016	0.016
OG0009648	0.0438	437.4	972.6	1	0.0146	0.0146
OG0009649	0.0419	313.7	997.3	1	0.014	0.014
OG0009650	0.7734	71.5	237.5	1	0.2578	0.2578
OG0009651	0.0627	882.1	2501.9	1	0.0209	0.0209
OG0009652	0.0609	436.2	1093.8	1	0.0203	0.0203
OG0009653	0.0388	380.5	1044.5	1	0.0129	0.0129
OG0009654	0.0509	228.1	617.9	1	0.017	0.017
OG0009656	0.0497	154.1	460.9	1	0.0166	0.0166
OG0009657	0.0542	340.3	904.7	1	0.0181	0.0181
OG0009658	0.0277	358.4	745.6	1	0.0092	0.0092
OG0009659	0.0304	247.4	658.6	1	0.0101	0.0101
OG0009660	0.1135	132.3	392.7	1	0.0378	0.0378
OG0009661	0.0215	399.8	1157.2	1	0.0072	0.0072
OG0009662	0.0601	47.5	306.5	1	0.02	0.02
OG0009663	0.0941	162.1	434.9	1	0.0314	0.0314
OG0009664	0.0817	61.4	316.6	1	0.0272	0.0272
OG0009665	0.0237	333.6	815.4	1	0.0079	0.0079
OG0009666	0.0508	51.2	251.8	1	0.0169	0.0169
OG0009667	0.0527	415.9	937.1	1	0.0176	0.0176
OG0009668	0.0835	78.8	221.2	1	0.0278	0.0278
OG0009669	0.032	399.1	851.9	1	0.0107	0.0107
OG0009670	0.0799	207.7	575.3	1	0.0266	0.0266
OG0009671	0.0168	161.3	384.7	1	0.0056	0.0056
OG0009672	0.3415	94.9	313.1	1	0.1138	0.1138
OG0009673	0.0368	120.6	458.4	1	0.0123	0.0123
OG0009674	0.0545	177.5	500.5	1	0.0182	0.0182
OG0009676	0.0091	121.6	211.4	1	0.003	0.003
OG0009677	0.0426	282.8	659.2	1	0.0142	0.0142
OG0009678	0.026	245.4	576.6	1	0.0087	0.0087
OG0009679	0.0968	104.1	282.9	1	0.0323	0.0323
OG0009680	0.1487	159.8	728.2	1	0.0496	0.0496
OG0009681	0.0733	133	332	1	0.0244	0.0244
OG0009682	0.1129	256.6	763.4	1	0.0376	0.0376
OG0009683	0.0041	246.9	485.1	1	0.0014	0.0014
OG0009684	0.0386	244.3	469.7	1	0.0129	0.0129
OG0009685	0.0613	194.3	459.7	1	0.0204	0.0204
OG0009686	0.0256	228.5	494.5	1	0.0085	0.0085
OG0009687	0.0305	234.1	455.9	1	0.0102	0.0102
OG0009688	0.0248	210.1	770.9	1	0.0083	0.0083
OG0009689	0.0162	362	955	1	0.0054	0.0054
OG0009690	0.069	410.4	963.6	1	0.023	0.023
OG0009691	0.0176	379.6	1009.4	1	0.0059	0.0059
OG0009692	0.0891	144.4	410.6	1	0.0297	0.0297
OG0009693	0.066	118.9	304.1	1	0.022	0.022
OG0009694	0.03	337.6	886.4	1	0.01	0.01
OG0009695	0.0462	165	372	1	0.0154	0.0154
OG0009696	0.0522	179.4	468.6	1	0.0174	0.0174
OG0009697	0.1123	132.2	368.8	1	0.0374	0.0374
OG0009698	0.0209	271.5	754.5	1	0.007	0.007
OG0009699	0.0422	468.9	1205.1	1	0.0141	0.0141
OG0009700	0.0345	562.6	1309.4	1	0.0115	0.0115
OG0009701	0.106	156	576	1	0.0353	0.0353
OG0009702	0.046	177.5	425.5	1	0.0153	0.0153
OG0009703	0.054	149.9	534.1	1	0.018	0.018
OG0009704	0.0413	288.9	680.1	1	0.0138	0.0138
OG0009705	0.0361	628.9	1516.1	1	0.012	0.012
OG0009706	0.0427	277.3	943.7	1	0.0142	0.0142
OG0009707	0.0648	203.1	648.9	1	0.0216	0.0216
OG0009708	0.0768	179.7	939.3	1	0.0256	0.0256
OG0009709	0.0351	468.1	1181.9	1	0.0117	0.0117
OG0009710	0.0953	346.5	892.5	1	0.0318	0.0318
OG0009711	0.0292	271.5	568.5	1	0.0097	0.0097
OG0009712	0.1543	304.6	988.4	1	0.0514	0.0514
OG0009713	0.083	298.1	1036.9	1	0.0277	0.0277
OG0009714	0	86.7	312.3	1	0	0
OG0009715	0.0255	16.6	346.4	1	0.0085	0.0085
OG0009716	0.042	261	753	1	0.014	0.014
OG0009717	0.0711	246	660	1	0.0237	0.0237
OG0009718	0.0376	779.1	2046.9	1	0.0125	0.0125
OG0009719	0.0365	141	525	1	0.0122	0.0122
OG0009720	0.0436	323	1003	1	0.0145	0.0145
OG0009721	0.0415	294.2	671.8	1	0.0138	0.0138
OG0009722	0.0703	450.5	1250.5	1	0.0234	0.0234
OG0009723	0.1524	306.5	1184.5	1	0.0508	0.0508
OG0009724	0.0484	543.1	1493.9	1	0.0161	0.0161
OG0009725	0.1243	104.1	273.9	1	0.0414	0.0414
OG0009726	0.1179	195.8	545.2	1	0.0393	0.0393
OG0009727	0.0701	94.3	217.7	1	0.0234	0.0234
OG0009728	0.0407	245.5	735.5	1	0.0136	0.0136
OG0009729	0.0156	143.4	441.6	1	0.0052	0.0052
OG0009730	0.0268	362.6	888.4	1	0.0089	0.0089
OG0009731	0.4021	101.3	279.7	1	0.134	0.134
OG0009733	0.0807	169.9	403.1	1	0.0269	0.0269
OG0009735	0.0922	187.5	421.5	1	0.0307	0.0307
OG0009736	0.0309	309.8	686.2	1	0.0103	0.0103
OG0009737	0.0265	324.3	944.7	1	0.0088	0.0088
OG0009738	0.1068	189	459	1	0.0356	0.0356
OG0009739	0.0439	526.6	1222.4	1	0.0146	0.0146
OG0009740	0.1367	83.7	270.3	1	0.0456	0.0456
OG0009741	0.153	226.9	757.1	1	0.051	0.051
OG0009742	0.0185	137.9	357.1	1	0.0062	0.0062
OG0009743	2.2201	98.1	294.9	1	0.74	0.74
OG0009744	0.0563	329.7	864.3	1	0.0188	0.0188
OG0009745	0.045	300.1	782.9	1	0.015	0.015
OG0009746	0.103	220.4	625.6	1	0.0343	0.0343
OG0009747	0.0476	374.1	918.9	1	0.0159	0.0159
OG0009748	0.1095	105.8	206.2	1	0.0365	0.0365
OG0009750	0.0726	90.8	209.2	1	0.0242	0.0242
OG0009751	0.0212	340.3	799.7	1	0.0071	0.0071
OG0009752	0.0636	268.3	664.7	1	0.0212	0.0212
OG0009753	0.0323	443.7	1077.3	1	0.0108	0.0108
OG0009754	0.0617	274.2	781.8	1	0.0206	0.0206
