OrthoGroup	t	S	N	dNdS	dN	dS
OG0009277	0.0483	79.7	472.3	0.0214	0.0021	0.099
OG0009278	0	104.4	351.6	0.001	0	0
OG0009279	0.0548	302.5	723.5	0.117	0.0057	0.0484
OG0009280	0.0377	355.7	1012.3	0.0216	0.001	0.0455
OG0009281	0.1314	194.9	480.1	1.13	0.0453	0.0401
OG0009282	0.0238	202.2	442.8	0.6745	0.0069	0.0102
OG0009283	0.0679	590	1432	0.2734	0.0128	0.0466
OG0009285	0.036	122.6	294.4	0.3027	0.0072	0.0236
OG0009287	0.0336	256.4	787.6	0.0671	0.0025	0.0378
OG0009288	0.0254	217.9	652.1	0.001	0	0.0337
OG0009289	0.0458	570.3	1520.7	0.2389	0.0082	0.0342
OG0009290	0.0276	117.7	317.3	0.001	0	0.0339
OG0009291	0.0908	325.7	1048.3	0.4401	0.0233	0.0529
OG0009292	0.0719	110.1	291.9	0.0449	0.0035	0.0782
OG0009293	0.0998	172.2	643.8	0.1186	0.013	0.1092
OG0009294	0.0415	326.3	1239.7	0.2714	0.0089	0.0327
OG0009295	0.1294	196.1	607.9	0.3906	0.0312	0.08
OG0009296	0.054	379.6	1279.4	0.5291	0.015	0.0283
OG0009297	0.0359	158.3	567.7	0.1435	0.0052	0.0362
OG0009298	0.008	120.7	272.3	0.001	0	0.0087
OG0009299	0.0598	142.5	370.5	0.1643	0.0083	0.0503
OG0009300	0.0582	267.2	866.8	0.2172	0.0105	0.0483
OG0009301	0.0684	73.3	238.7	0.001	0.0001	0.0967
OG0009302	0.0241	133.1	373.9	0.117	0.0027	0.0231
OG0009303	0.0469	132.2	557.8	0.0538	0.0036	0.0665
OG0009304	0.0798	225.3	551.7	0.7359	0.0241	0.0327
OG0009305	0.018	57.5	305.5	0.001	0	0.0376
OG0009306	0.2593	106.2	268.8	0.9065	0.084	0.0926
OG0009307	0.0163	267	522	0.001	0	0.0161
OG0009308	0.0584	50	265	0.3885	0.0156	0.0401
OG0009309	0.0235	390	1188	0.2232	0.0042	0.0189
OG0009310	0.0485	262.3	700.7	0.4085	0.0116	0.0284
OG0009311	0.0312	327.9	1001.1	0.0253	0.001	0.0392
OG0009312	0.176	123.5	311.5	0.7496	0.0536	0.0715
OG0009313	0.0691	135.3	398.7	0.4481	0.0176	0.0392
OG0009316	0.0544	369.8	1007.2	0.1775	0.0081	0.0455
OG0009317	0.0812	400.8	1036.2	0.234	0.0141	0.0605
OG0009318	0.0859	84.2	215.8	0.3369	0.0184	0.0547
OG0009319	0.0532	111.9	497.1	0.086	0.006	0.0699
OG0009320	0.0202	112.6	370.4	0.001	0	0.0288
OG0009321	0.0109	138.7	446.3	0.001	0	0.0153
OG0009322	0.0318	365.9	1119.1	0.0474	0.0018	0.0376
OG0009323	0.047	216.2	515.8	0.1531	0.006	0.0389
OG0009324	0.0442	167.6	576.4	0.001	0.0001	0.0651
OG0009325	0.0363	360	915	0.2626	0.0068	0.0257
OG0009326	0.0377	661.4	1771.6	0.1334	0.0045	0.0341
OG0009327	0.0345	196.6	721.4	0.1076	0.0041	0.0386
OG0009328	0.0361	528	1272	0.2016	0.0056	0.0276
OG0009329	0.0289	817.2	2290.8	0.1545	0.0039	0.0256
OG0009330	0.1103	89.9	279.1	0.6933	0.0332	0.0479
OG0009331	0.0423	336.9	758.1	0.2105	0.0065	0.0311
OG0009332	0.078	637.1	2023.9	0.5505	0.0217	0.0395
OG0009333	0.0302	199.5	844.5	0.1487	0.0048	0.0323
OG0009334	0.053	337.5	967.5	0.1536	0.0073	0.0475
OG0009335	0.0511	374.3	1071.7	0.1676	0.0074	0.0445
OG0009336	0.0703	282	690	0.5561	0.019	0.0342
OG0009337	0.1127	365.6	1086.4	0.5637	0.0315	0.0558
OG0009338	0.0489	338.9	1116.1	0.3286	0.011	0.0336
OG0009340	0.0418	127.1	412.9	0.0469	0.0024	0.0513
OG0009341	0.1418	223.6	628.4	0.3605	0.0323	0.0895
OG0009342	0.0367	119.8	390.2	0.1483	0.0052	0.0351
OG0009343	0.0104	117.7	491.3	0.001	0	0.0179
OG0009344	0.0076	71.8	348.2	0.001	0	0.0148
OG0009345	0.0174	235.3	646.7	0.001	0	0.0217
OG0009346	0.0168	175	374	0.2303	0.0027	0.0118
OG0009347	0.0664	351.6	1121.4	0.1861	0.0108	0.0582
OG0009348	0.0388	87.3	551.7	0.2486	0.0092	0.0368
OG0009351	0.0596	173.3	705.7	0.3617	0.0147	0.0408
OG0009352	0.0431	161.8	606.2	0.0264	0.0016	0.0621
OG0009353	0.052	136.7	427.3	0.0821	0.0047	0.057
OG0009354	0.0198	234	510	0.7308	0.0059	0.0081
OG0009355	0.0331	143.3	537.7	0.001	0.0001	0.0522
OG0009356	0.0499	495	1764	0.189	0.0086	0.0453
OG0009357	0.0768	100.5	385.5	0.3508	0.0185	0.0528
OG0009358	0.2422	86.6	216.4	2.5956	0.098	0.0377
OG0009359	0.0798	216.2	686.8	0.2271	0.0147	0.0645
OG0009360	0.0814	389.3	1176.7	0.2942	0.017	0.0578
OG0009361	0.0887	139.7	346.3	0.3897	0.0204	0.0523
OG0009362	0.0556	117.5	617.5	0.0331	0.0033	0.0987
OG0009363	0.0479	473.5	903.5	0.3943	0.0105	0.0265
OG0009364	0.0996	247.3	601.7	0.001	0.0001	0.1137
OG0009365	0.1017	348.7	1067.3	0.5281	0.0278	0.0526
OG0009366	0.0106	218.2	651.8	0.1598	0.0015	0.0096
OG0009367	0.0545	198.2	479.8	0.0365	0.0021	0.0571
OG0009368	0.082	145.1	382.9	0.9554	0.027	0.0283
OG0009369	0.0313	99.9	494.1	0.0978	0.0041	0.0418
OG0009370	0.0563	656.9	1932.1	0.1523	0.0078	0.0511
OG0009371	0.0402	504.2	1070.8	0.0499	0.0019	0.0379
OG0009372	0.0501	204.7	488.3	0.089	0.0042	0.0466
OG0009374	0.0373	276.8	719.2	0.124	0.0042	0.0339
OG0009375	0.081	550.6	1450.4	0.0993	0.0077	0.0777
OG0009376	0.07	344.2	876.8	0.1845	0.0104	0.0563
OG0009377	0.1934	109.8	286.2	0.6449	0.0559	0.0867
OG0009378	0.0661	204.2	587.8	0.4967	0.0175	0.0352
OG0009379	1.6572	66.3	182.7	0.5716	0.4605	0.8056
OG0009380	0.0293	260.1	489.9	0.001	0	0.0281
OG0009381	0.0315	268.8	715.2	0.0921	0.0028	0.0309
OG0009382	0.0648	435.1	1232.9	0.0208	0.0016	0.0782
OG0009383	0.1279	177.3	413.7	0.4886	0.0324	0.0664
OG0009384	0.0362	417.9	1049.1	0.0512	0.0019	0.0375
OG0009385	0.1449	98.9	363.1	0.281	0.0312	0.1111
OG0009388	0.5434	88.3	214.7	2.2712	0.2164	0.0953
OG0009390	0.0515	205.2	451.8	0.1846	0.0072	0.0391
OG0009391	0.0467	227.3	519.7	0.1552	0.0059	0.0378
OG0009392	0.0577	122.6	363.4	0.2593	0.0112	0.0431
OG0009393	0.0408	257.8	654.2	0.1913	0.0062	0.0324
OG0009394	0.0397	128.7	396.3	0.2498	0.0076	0.0305
OG0009395	0.0443	475.9	1519.1	0.1169	0.0053	0.045
OG0009396	0.0503	230.4	663.6	0.0536	0.003	0.0564
OG0009397	0.1114	185.1	474.9	0.2843	0.0218	0.0766
OG0009398	0.032	247.8	886.2	0.0945	0.0035	0.0365
OG0009399	0.0294	249.6	614.4	0.124	0.0032	0.026
OG0009400	0.1307	201	480	0.5528	0.0352	0.0636
OG0009401	0.2307	135.6	329.4	1.349	0.0832	0.0617
OG0009402	0.047	161.1	576.9	0.001	0.0001	0.0715
OG0009403	0.0365	137.5	459.5	0.0489	0.0022	0.0454
OG0009404	0.0884	156.8	449.2	0.183	0.0137	0.0747
OG0009405	0.0351	136.8	208.2	0.2105	0.0047	0.0224
OG0009406	0.0285	244.5	838.5	0.1869	0.0048	0.0257
OG0009407	0.0357	550.5	1525.5	0.001	0	0.0447
OG0009408	0.0962	362.2	981.8	0.812	0.0302	0.0372
OG0009409	0.0238	303	741	0.0565	0.0014	0.024
OG0009410	0.0582	313.1	826.9	0.1407	0.0073	0.0515
OG0009411	0.0134	407.1	1188.9	0.136	0.0017	0.0125
OG0009412	0.0341	323.1	870.9	0.1528	0.0045	0.0298
OG0009413	0.0272	200.8	486.2	0.001	0	0.031
OG0009414	0.0386	255.3	743.7	0.063	0.0027	0.0425
OG0009415	0.037	158.9	354.1	0.2064	0.0056	0.0273
OG0009416	0.0285	240.9	626.1	0.1258	0.0032	0.0258
OG0009417	0.0178	115.9	226.1	99	0.0089	0.0001
OG0009418	0.039	377.8	885.2	0.1887	0.0057	0.0301
OG0009419	0.0213	147.3	473.7	0.001	0	0.0299
OG0009420	0.0721	87.5	227.5	0.0586	0.0044	0.0751
OG0009421	0.0087	59.2	354.8	0.001	0	0.02
OG0009422	0.0722	350.9	1179.1	0.2685	0.0148	0.0552
OG0009423	0.0336	400.3	976.7	0.4508	0.0083	0.0184
OG0009424	0.0585	152.2	483.8	0.5791	0.0166	0.0287
OG0009425	0.0841	94.3	235.7	1.3472	0.0303	0.0225
OG0009426	0.036	409.9	946.1	0.1988	0.0054	0.0272
OG0009427	0.0232	255.4	659.6	0.1547	0.0031	0.0198
OG0009428	0.0438	248.5	612.5	0.2678	0.0082	0.0305
OG0009430	0.0296	154.6	415.4	0.001	0	0.0363
OG0009431	0.0996	90.8	275.2	0.1587	0.0143	0.0904
OG0009432	0.0193	169.6	481.4	0.1102	0.0021	0.0188
OG0009433	0.0206	223	542	0.0976	0.0019	0.019
OG0009434	0.048	229.6	526.4	0.001	0.0001	0.0526
OG0009435	0.005	203.8	396.2	0.001	0	0.0049
OG0009436	0.0489	126.6	515.4	0.0264	0.002	0.0747
OG0009437	0.3196	302.1	918.9	0.3285	0.0707	0.2154
OG0009438	0.0434	344.9	858.1	0.4394	0.0106	0.0241
OG0009439	0.1017	90.1	212.9	2.1843	0.0404	0.0185
OG0009440	0.0245	334.9	1066.1	0.0303	0.0009	0.0311
OG0009442	0.0516	665	2092	0.0296	0.0019	0.0652
OG0009443	0.04	228.5	623.5	0.4175	0.0097	0.0233
OG0009444	0.0546	135.9	320.1	0.4265	0.013	0.0305
OG0009445	0.0428	116.7	540.3	0.2516	0.0093	0.0371
OG0009446	0.0171	135.7	437.3	0.001	0	0.0241
OG0009448	0.0573	132.5	455.5	0.2527	0.0115	0.0454
OG0009449	0.0855	151.7	544.3	0.2915	0.0186	0.0639
OG0009450	0.0594	295.9	745.1	0.9853	0.0197	0.02
OG0009451	0.0298	404.2	1155.8	0.0524	0.0017	0.0333
OG0009452	0.0207	79.9	220.1	0.345	0.0046	0.0133
OG0009453	0.04	165.5	377.5	0.1728	0.0054	0.0314
OG0009454	0.4285	112.1	328.9	0.6315	0.1244	0.197
OG0009455	0.1396	109.3	313.7	0.2015	0.023	0.1141
OG0009458	0.0137	117.7	326.3	0.3634	0.0031	0.0086
OG0009459	0.0333	182.4	393.6	0.001	0	0.035
OG0009460	0.0529	383.9	1089.1	0.0839	0.0046	0.0546
OG0009461	0.0338	137.2	492.8	0.7199	0.0104	0.0144
OG0009462	0.0226	464.5	1071.5	0.0408	0.0009	0.0227
OG0009463	0.0395	217.6	655.4	0.1195	0.0046	0.0389
OG0009464	0.021	101.4	342.6	0.1415	0.0029	0.0208
OG0009465	0.0726	274.8	826.2	0.0974	0.0073	0.075
OG0009466	0.4616	128.4	270.6	0.8725	0.147	0.1684
OG0009467	0.0259	409.9	766.1	0.0609	0.0014	0.0222
OG0009468	0.0315	558	1434	0.1946	0.0049	0.025
OG0009469	0.0224	666.8	1670.2	0.0245	0.0006	0.0247
OG0009470	0.1115	171.1	380.9	0.4809	0.0278	0.0579
OG0009471	0.0387	277.1	769.9	0.0635	0.0026	0.0415
OG0009474	0.0606	214.7	445.3	0.5685	0.0162	0.0285
OG0009476	0.0261	270.3	539.7	0.6901	0.0076	0.011
OG0009477	0.0555	67.3	232.7	0.001	0.0001	0.0821
OG0009478	0.0433	153.5	443.5	0.001	0.0001	0.0559
OG0009479	0.066	293.4	837.6	0.3901	0.0157	0.0401
OG0009480	0.0809	181.5	505.5	0.3754	0.0187	0.0499
OG0009481	0.0313	543	1443	0.1956	0.0049	0.0251
OG0009482	0.1176	190.3	757.7	0.2277	0.0233	0.1025
OG0009483	0.0946	94.4	241.6	0.1589	0.0127	0.0797
OG0009484	0.0513	69.3	296.7	0.4856	0.0142	0.0293
OG0009485	0.0693	205.1	517.9	0.3675	0.0155	0.0423
OG0009486	0.0268	295.2	889.8	0.0347	0.0011	0.0325
OG0009487	0.055	291.1	938.9	0.4364	0.014	0.0322
OG0009488	0.0317	175	518	0.3952	0.0076	0.0193
OG0009489	0.0589	33	297	0.1868	0.0137	0.0732
OG0009490	0.0816	192.2	521.8	0.2529	0.0152	0.0599
OG0009491	0.0282	204.4	551.6	0.4971	0.0074	0.0149
OG0009493	0.024	131.2	255.8	1.0405	0.0081	0.0078
OG0009494	0.014	155.2	543.8	0.1235	0.0018	0.0146
OG0009495	0.0398	70.3	262.7	0.0768	0.0038	0.0488
OG0009496	0.026	908.4	2328.6	0.1853	0.0039	0.0209
OG0009497	0.0391	241	680	0.001	0	0.0497
OG0009498	0.0377	319.5	1252.5	0.0892	0.0041	0.0458
OG0009499	0.0902	679.7	2026.3	0.421	0.0224	0.0531
OG0009500	0.0436	379.1	994.9	0.068	0.003	0.0447
OG0009501	0.0375	411.9	1475.1	0.0258	0.0014	0.0524
OG0009502	0.0348	238.8	466.2	0.001	0	0.0341
OG0009503	0.0187	380.7	1176.3	0.001	0	0.0254
OG0009504	0.0236	459.6	1355.4	0.3321	0.0052	0.0157
OG0009505	0.0947	100.7	313.3	0.0955	0.0096	0.1001
OG0009506	0.0173	499.1	1102.9	0.2185	0.0027	0.0124
OG0009507	0.0353	477.1	989.9	0.1036	0.0031	0.0298
OG0009508	0.0698	163.7	514.3	0.1106	0.0079	0.0715
OG0009509	0.4865	76.1	205.9	2.1273	0.1892	0.089
OG0009510	0.0689	400.4	1024.6	0.5725	0.019	0.0332
OG0009512	0.011	354.4	1067.6	0.001	0	0.0146
OG0009513	0.0941	175.3	424.7	0.627	0.0267	0.0426
OG0009514	0.0506	320.3	840.7	0.4965	0.0132	0.0266
OG0009515	0.069	838.3	2764.7	0.2045	0.0121	0.059
OG0009516	0.1302	164.8	465.2	0.4644	0.0333	0.0718
OG0009517	0.0523	136	551	0.0224	0.0018	0.0808
OG0009518	0.0715	315.7	896.3	0.4794	0.0186	0.0388
OG0009520	0.0323	695.7	1761.3	0.0325	0.0011	0.0352
OG0009522	0.0444	245.8	891.2	0.0606	0.0034	0.0561
OG0009523	0.0551	204.7	755.3	0.0812	0.0054	0.0663
OG0009525	0.1538	96.9	251.1	0.977	0.0509	0.0521
OG0009526	0.037	1454.4	3594.6	0.2084	0.0059	0.0282
OG0009527	0.0307	154.4	493.6	0.001	0	0.0428
OG0009528	0.0467	395.8	1041.2	0.2119	0.0077	0.0363
OG0009529	0.0881	294.5	758.5	0.8518	0.028	0.0329
OG0009530	0.1286	547.9	1405.1	0.44	0.0316	0.0718
OG0009531	0.0409	76.7	301.3	0.3596	0.01	0.0279
OG0009532	0.0659	167.9	402.1	0.5588	0.0178	0.0319
OG0009533	0.031	472.7	1099.3	0.2576	0.0055	0.0215
OG0009534	0.0287	123.8	521.2	0.4328	0.0076	0.0177
OG0009535	0.3015	121.9	388.1	0.7124	0.0917	0.1287
OG0009537	0.0672	84.4	296.6	0.001	0.0001	0.1008
OG0009538	0.0402	155.3	456.7	0.5503	0.0111	0.0202
OG0009539	0.0592	245.6	708.4	0.2602	0.0114	0.0438
OG0009540	0.0424	94.8	346.2	0.0537	0.003	0.055
OG0009541	0.0392	771	1539	0.1824	0.0052	0.0287
OG0009542	0.0403	103.6	202.4	0.1677	0.005	0.0299
OG0009543	0.052	45.6	257.4	99	0.0204	0.0002
OG0009544	0.0399	156.1	527.9	0.5972	0.0115	0.0193
OG0009545	0.036	155.7	345.3	0.4524	0.0087	0.0193
OG0009547	0.2864	64.1	247.9	0.216	0.0547	0.2532
OG0009548	0.095	185.5	558.5	1.0518	0.0321	0.0305
OG0009549	0.0398	190.9	934.1	0.2591	0.0089	0.0345
OG0009550	0.0403	186.8	350.2	0.768	0.0121	0.0158
OG0009551	0.0136	226.9	703.1	0.001	0	0.0185
OG0009552	0.0823	144.3	536.7	0.4132	0.0211	0.051
OG0009553	0.0274	513.3	1430.7	0.2338	0.0049	0.0209
OG0009554	0.0332	822.7	2207.3	0.001	0	0.0407
OG0009555	0.1265	127.5	391.5	0.6309	0.0369	0.0585
OG0009556	0.0206	279.1	746.9	0.4941	0.0054	0.0109
OG0009557	0.0456	158.3	375.7	0.2607	0.0083	0.0317
OG0009558	0.0489	795.4	1919.6	0.0923	0.0042	0.0455
OG0009559	0.1029	166.7	559.3	0.9103	0.0335	0.0368
OG0009560	0.049	428.3	1131.7	0.1424	0.0062	0.0432
OG0009561	0.0425	329.3	759.7	0.2162	0.0068	0.0312
OG0009562	0.0686	377.9	1080.1	0.1749	0.0103	0.0588
OG0009563	0.0263	844.2	2281.8	0.1044	0.0026	0.0253
OG0009564	0.1287	104.2	261.8	0.7608	0.0394	0.0517
OG0009565	0.0463	249.8	716.2	0.0544	0.0028	0.0517
OG0009566	0.2225	113	277	0.6565	0.0644	0.0981
OG0009567	0.7494	182.8	351.2	0.9981	0.2496	0.2501
OG0009569	0.0296	188.3	438.7	0.0844	0.0023	0.0274
OG0009570	0.039	496.8	1246.2	0.1824	0.0057	0.0313
OG0009571	0.0375	322	749	0.1888	0.0055	0.0289
OG0009572	0.0449	353.9	504.1	0.06	0.002	0.0335
OG0009573	0.0664	427.9	1339.1	0.8305	0.0211	0.0254
OG0009574	0.06	126.6	356.4	0.001	0.0001	0.0761
OG0009575	0.0252	317.8	678.2	0.001	0	0.0263
OG0009576	0.0605	345.5	707.5	0.3817	0.0132	0.0345
OG0009577	0.1455	382.9	1066.1	0.574	0.0405	0.0706
OG0009578	0.0587	703.7	2023.3	0.0616	0.004	0.0645
OG0009579	0.0797	1125.4	2681.6	0.2821	0.0152	0.0537
OG0009580	0.0324	342.5	917.5	0.0649	0.0022	0.0338
OG0009581	0.0307	254.2	735.8	0.3426	0.0069	0.02
OG0009582	0.0343	257.7	972.3	0.0203	0.001	0.0508
OG0009583	0.0387	201.5	608.5	0.0354	0.0017	0.0469
OG0009584	0.0493	214.6	688.4	0.0489	0.0029	0.0598
OG0009585	0.2057	108	267	1.8793	0.0792	0.0422
OG0009586	0.0353	495.8	1733.2	0.1262	0.0046	0.0367
OG0009587	0.0402	125.6	342.4	0.1762	0.0059	0.0337
OG0009588	0.0263	646.2	1855.8	0.1029	0.0027	0.0262
OG0009589	0.0813	225.7	620.3	0.0548	0.0048	0.0883
OG0009591	1.0154	111.3	257.7	0.4543	0.2485	0.547
OG0009592	0.0499	157.5	679.5	0.0181	0.0015	0.0819
OG0009593	0.0455	255.6	563.4	0.1496	0.0055	0.0365
OG0009594	0.0401	158	445	0.1241	0.0047	0.0378
OG0009595	0.0504	737.7	1767.3	0.4298	0.0121	0.0281
OG0009596	0.0158	1121.7	2736.3	0.5988	0.0044	0.0074
OG0009597	0.0469	110.3	375.7	0.001	0.0001	0.0687
OG0009598	0.1421	287.8	1032.2	0.33	0.0328	0.0995
OG0009599	0.0065	155.3	303.7	99	0.0033	0
OG0009600	0.0557	419.8	1089.2	0.3113	0.0115	0.0369
OG0009601	0.0381	292.7	1057.3	0.1476	0.0056	0.0382
OG0009603	0.0405	191.6	582.4	0.1333	0.0052	0.0388
OG0009604	0.2025	130.4	676.6	0.2982	0.0489	0.164
OG0009605	0.0488	244.9	640.1	0.3753	0.0111	0.0297
OG0009606	0.04	144.6	350.4	0.001	0	0.0455
OG0009607	0.1921	137.9	423.1	0.6852	0.0575	0.084
OG0009608	0.0733	330.6	863.4	0.2733	0.0141	0.0515
OG0009609	0.0665	122.8	252.2	0.7761	0.0203	0.0261
OG0009610	0.0562	291.9	740.1	0.0733	0.0041	0.0559
OG0009611	0.0297	264.2	794.8	0.0353	0.0013	0.0358
OG0009612	0.0241	363.8	1238.2	0.001	0	0.0352
OG0009613	0.0632	218.2	564.8	0.6362	0.0182	0.0286
OG0009614	0.0536	192.6	728.4	0.001	0.0001	0.0851
OG0009615	0.0463	476	1222	0.1432	0.0058	0.0403
OG0009616	0.0513	176.1	423.9	0.4078	0.012	0.0294
OG0009617	0.0213	327.3	1001.7	0.0877	0.002	0.0228
OG0009618	0.0095	116.1	195.9	0.001	0	0.0085
OG0009619	0.0341	125.7	591.3	0.029	0.0017	0.057
OG0009620	0.0379	298.8	1231.2	0.0448	0.0024	0.0545
OG0009621	0.0288	196.6	586.4	0.0511	0.0017	0.0332
OG0009622	0.066	90.3	338.7	0.2012	0.012	0.0595
OG0009623	0.0608	117.5	290.5	0.3945	0.0141	0.0356
OG0009626	0.0283	90.2	230.8	0.7893	0.0088	0.0111
OG0009627	0.051	495.8	1322.2	0.5412	0.0138	0.0255
OG0009628	0.0897	265	749	0.0549	0.0054	0.0991
OG0009629	0.0542	361.5	964.5	0.1001	0.0052	0.0523
OG0009630	0.022	112.9	469.1	0.0731	0.0021	0.0289
OG0009631	0.0386	202.2	436.8	0.2749	0.007	0.0255
OG0009632	0.0471	431.3	1461.7	0.1543	0.007	0.0452
OG0009633	0.1226	150	432	0.3182	0.0263	0.0827
OG0009634	0.0877	240	651	0.2465	0.016	0.0651
OG0009635	0.0444	182.2	591.8	0.3421	0.0102	0.0298
OG0009636	0.0306	216.3	779.7	1.0289	0.0103	0.01
OG0009637	0.0508	172.2	502.8	0.1248	0.0061	0.0486
OG0009638	0.0259	296.2	762.8	0.0484	0.0013	0.0275
OG0009640	0.038	140.6	348.4	0.3785	0.0086	0.0227
OG0009641	0.0153	116.2	528.8	0.001	0	0.0281
OG0009643	0.0675	99.8	467.2	0.3563	0.0171	0.0479
OG0009644	0.0274	206.4	687.6	0.0425	0.0015	0.0346
OG0009645	0.0456	104.6	375.4	0.1977	0.0081	0.0408
OG0009646	0.087	258.7	749.3	0.2558	0.0166	0.0649
OG0009647	0.0496	140.4	501.6	0.0657	0.004	0.0612
OG0009648	0.0447	428.6	981.4	0.2208	0.0072	0.0326
OG0009649	0.044	269.6	1041.4	0.1172	0.0058	0.0491
OG0009650	0.7786	70.5	238.5	0.7428	0.2405	0.3238
OG0009651	0.0632	831.5	2552.5	0.2729	0.0127	0.0467
OG0009652	0.0619	421	1109	0.239	0.011	0.046
OG0009653	0.0396	365.2	1059.8	0.0664	0.0029	0.0432
OG0009654	0.0532	212	634	0.0516	0.0032	0.0613
OG0009656	0.0526	119.6	495.4	0.055	0.004	0.0734
OG0009657	0.0554	324.7	920.3	0.0994	0.0055	0.0552
OG0009658	0.028	345.3	758.7	0.1115	0.0027	0.024
OG0009659	0.0324	214.5	691.5	0.001	0	0.0454
OG0009660	0.1153	124.6	400.4	0.261	0.023	0.0881
OG0009661	0.0221	372	1185	0.1109	0.0025	0.0228
OG0009662	0.0615	46.8	307.2	0.001	0.0002	0.1541
OG0009663	0.0938	155.7	441.3	0.1356	0.0117	0.0866
OG0009664	0.0862	59.9	318.1	0.2304	0.0188	0.0816
OG0009665	0.0246	308.9	840.1	0.0434	0.0012	0.0273
OG0009666	0.0539	50.4	252.6	0.001	0.0001	0.1074
OG0009667	0.0526	418.3	934.7	1.2172	0.0186	0.0153
OG0009668	0.0846	78.7	221.3	0.3342	0.0185	0.0554
OG0009669	0.0325	354.5	896.5	0.032	0.0011	0.0353
OG0009670	0.0825	189.3	593.7	0.001	0.0001	0.1133
OG0009671	0.0173	132.4	413.6	0.001	0	0.0237
OG0009672	0.3419	94.5	313.5	0.7693	0.1066	0.1385
OG0009673	0.0368	119.6	459.4	0.6491	0.011	0.017
OG0009674	0.058	154.5	523.5	0.0532	0.0038	0.0719
OG0009676	0.0091	121.6	211.4	99	0.0047	0
OG0009677	0.0446	250.2	691.8	0.028	0.0015	0.052
OG0009678	0.0259	243.2	578.8	0.5766	0.0071	0.0123
OG0009679	0.1013	75.9	311.1	0.0732	0.0097	0.1325
OG0009680	0.1483	158.4	729.6	0.3609	0.0376	0.1041
OG0009681	0.0733	128.8	336.2	0.4574	0.0184	0.0402
OG0009682	0.1192	206.1	813.9	0.1267	0.0166	0.131
OG0009683	0.004	246.9	485.1	0.001	0	0.004
OG0009684	0.0386	249.2	464.8	1.8807	0.0154	0.0082
OG0009685	0.0617	188.4	465.6	0.4536	0.0153	0.0337
OG0009686	0.0257	228.5	494.5	0.001	0	0.0271
OG0009687	0.0311	205	485	0.001	0	0.0348
OG0009688	0.0255	184.8	796.2	0.1301	0.0038	0.029
OG0009689	0.0173	324.2	992.8	0.1133	0.002	0.0174
OG0009690	0.07	395.5	978.5	0.3311	0.0147	0.0445
OG0009691	0.0184	328.6	1060.4	0.0411	0.0009	0.0229
OG0009692	0.089	144.6	410.4	1.0664	0.0302	0.0283
OG0009693	0.0663	118.4	304.6	0.7319	0.02	0.0274
OG0009694	0.0301	334	890	0.5113	0.008	0.0156
OG0009695	0.047	162.7	374.3	0.4007	0.0108	0.0269
OG0009696	0.0514	175.6	472.4	0.3279	0.011	0.0336
OG0009697	0.1127	129.7	371.3	0.3419	0.0251	0.0733
OG0009698	0.0215	256.6	769.4	0.2304	0.0039	0.0169
OG0009699	0.0426	462.9	1211.1	0.4252	0.0103	0.0243
OG0009700	0.0357	512.2	1359.8	0.0374	0.0015	0.0396
OG0009701	0.1061	153	579	0.6684	0.032	0.0479
OG0009702	0.0467	169.9	433.1	0.2184	0.0078	0.0355
OG0009703	0.0549	146.6	537.4	0.2632	0.0114	0.0434
OG0009704	0.0422	267.3	701.7	0.0665	0.0029	0.0434
OG0009705	0.0363	605.5	1539.5	0.1499	0.0047	0.031
OG0009706	0.0443	262.3	958.7	0.178	0.0074	0.0417
OG0009707	0.0687	182.3	669.7	0.2249	0.0132	0.0586
OG0009708	0.0795	171.1	947.9	0.1424	0.0138	0.0969
OG0009709	0.0381	406.3	1243.7	0.001	0.0001	0.0514
OG0009710	0.0957	342.8	896.2	0.5101	0.0252	0.0494
OG0009711	0.0292	254.4	585.6	0.001	0	0.032
OG0009712	0.1541	300.7	992.3	0.6287	0.0451	0.0718
OG0009713	0.0854	283.6	1051.4	0.2831	0.0185	0.0654
OG0009714	0	61.2	337.8	0.001	0	0
OG0009715	0.0277	16.6	346.4	0.001	0.0002	0.1984
OG0009716	0.0427	238.3	775.7	0.1185	0.0052	0.0437
OG0009717	0.0722	234.4	671.6	0.3157	0.0154	0.0488
OG0009718	0.0383	732.2	2093.8	0.3109	0.0081	0.0261
OG0009719	0.0381	117.8	548.2	0.001	0.0001	0.0716
OG0009720	0.046	287	1039	0.1424	0.0067	0.0467
OG0009721	0.0428	273.9	692.1	0.1109	0.0044	0.0393
OG0009722	0.0713	424	1277	0.2789	0.0144	0.0518
OG0009723	0.1528	304.4	1186.6	0.8254	0.0488	0.0592
OG0009724	0.0492	536.3	1500.7	0.3126	0.0104	0.0332
OG0009725	0.1262	102.1	275.9	0.3911	0.0296	0.0757
OG0009726	0.1238	173.9	567.1	0.0611	0.009	0.1466
OG0009727	0.0701	94.3	217.7	1.0248	0.0235	0.023
OG0009728	0.042	214.9	766.1	0.0482	0.0026	0.0546
OG0009729	0.0157	142.3	442.7	0.1569	0.0023	0.0145
OG0009730	0.0278	325.1	925.9	0.0331	0.0011	0.0326
OG0009731	0.4044	100.2	280.8	0.6884	0.1205	0.175
OG0009733	0.0845	162.1	410.9	0.056	0.0049	0.0872
OG0009735	0.0929	184.8	424.2	0.4171	0.0217	0.0521
OG0009736	0.0307	304.9	691.1	0.4507	0.0075	0.0166
