OrthoGroup,dNdS,dS,lnL,lnL.null,LRT,p
OG0008396,0.001,0.06,-589.693274,-597.938615,16.490682,0.000131239
OG0008397,0.7438,0.0338,-900.153174,-900.287767,0.269186,0.437035793
OG0008398,0.0989,0.0233,-3159.138867,-3168.495063,18.712392,4.32E-05
OG0008399,0.0625,0.0246,-2431.361089,-2440.237109,17.75204,6.98E-05
OG0008400,0.0473,0.0308,-1360.027428,-1367.358288,14.66172,0.000327505
OG0008401,0.7851,0.0147,-2588.139067,-2588.269922,0.26171,0.43867249
OG0008402,0.0562,0.09,-1143.049901,-1158.500763,30.901724,9.74E-08
OG0008403,0.0731,0.033,-2179.137703,-2188.525908,18.77641,4.19E-05
OG0008404,0.6155,0.0084,-1385.966199,-1386.107026,0.281654,0.434319787
OG0008405,0.0758,0.0426,-3628.1895,-3649.104561,41.830122,4.13E-10
OG0008407,0.4368,0.1672,-1215.319137,-1218.830962,7.02365,0.014921201
OG0008408,0.1006,0.0616,-1510.608468,-1520.715327,20.213718,2.04E-05
OG0008409,0.0863,0.031,-3528.822021,-3543.140215,28.636388,3.02E-07
OG0008410,0.001,0.0347,-1750.385983,-1764.995988,29.22001,2.26E-07
OG0008411,0.382,0.0357,-499.136757,-499.915413,1.557312,0.229511262
OG0008412,0.001,0.0151,-746.55079,-749.256985,5.41239,0.033395231
OG0008413,0.128,0.0281,-555.382183,-557.248433,3.7325,0.077351355
OG0008414,0.1209,0.0496,-2275.647674,-2286.840896,22.386444,6.88E-06
OG0008415,3.8798,0.0155,-443.705678,-444.841334,2.271312,0.160605669
OG0008416,0.1152,0.1351,-2660.935591,-2692.996468,64.121754,5.96E-15
OG0008417,0.0429,0.0556,-729.612725,-735.46837,11.71129,0.001431844
OG0008418,0.054,0.041,-854.230601,-859.914008,11.366814,0.001700974
OG0008419,0.001,0.0592,-1032.926113,-1047.147097,28.441968,3.33E-07
OG0008420,0.554,0.0243,-2187.57781,-2188.388707,1.621794,0.222229604
OG0008421,1.0881,0.1093,-1100.031957,-1100.073059,0.082204,0.479865616
OG0008422,0.034,0.0745,-1296.180089,-1310.956996,29.553814,1.91E-07
OG0008423,0.3536,0.03,-476.657316,-477.186368,1.058104,0.294581616
OG0008425,0.2999,0.0516,-982.977004,-985.803619,5.65323,0.029606475
OG0008426,0.2283,0.0063,-3015.73826,-3017.50826,3.54,0.085166494
OG0008427,0.7644,0.079,-529.038915,-529.159305,0.24078,0.443287303
OG0008428,0.5042,0.0303,-542.652107,-543.015669,0.727124,0.347597812
OG0008429,0.187,0.0225,-1323.654714,-1326.077877,4.846326,0.044320401
OG0008430,0.2979,0.0202,-1285.569047,-1286.996909,2.855724,0.119910556
OG0008431,0.2697,0.1385,-1613.729364,-1622.604191,17.749654,6.99E-05
OG0008432,0.3289,1.3746,-907.325102,-915.905448,17.160692,9.39E-05
OG0008433,0.5095,0.1349,-815.078369,-816.208013,2.259288,0.161574138
OG0008434,0.4159,0.0507,-861.332611,-862.648897,2.632572,0.134064644
OG0008435,0.001,0.0269,-597.542659,-601.39215,7.698982,0.010645285
OG0008436,0.3037,0.0958,-286.777128,-288.042021,2.529786,0.141134749
OG0008437,0.4428,0.0714,-559.592885,-560.519738,1.853706,0.197898663
OG0008438,0.0476,0.069,-1570.541641,-1586.58155,32.079818,5.41E-08
OG0008439,0.1953,0.7562,-3145.826055,-3221.763973,151.875836,5.24E-34
OG0008440,0.5788,0.8905,-655.256194,-656.935757,3.359126,0.09322772
OG0008441,0.1242,0.0572,-1510.76223,-1519.041965,16.55947,0.000126802
OG0008443,0.7818,0.2102,-972.101117,-972.42557,0.648906,0.361461342
OG0008445,0.2476,0.0776,-757.073218,-760.673655,7.200874,0.013655892
OG0008447,0.0446,0.0578,-698.682227,-704.989397,12.61434,0.000911593
OG0008448,0.7922,0.2857,-876.39117,-876.726282,0.670224,0.357628986
OG0008449,0.3362,0.0242,-2672.819947,-2675.991322,6.34275,0.020972941
OG0008450,0.0992,0.06,-1374.921823,-1383.895388,17.94713,6.34E-05
OG0008452,0.0781,0.0252,-995.234836,-998.97906,7.488448,0.011826989
OG0008453,0.2706,0.0791,-2773.97679,-2785.597213,23.240846,4.49E-06
OG0008454,0.001,0.0647,-428.389789,-434.937512,13.095446,0.000716688
OG0008455,0.1247,2.8691,-1673.855175,-1721.205029,94.699708,1.37E-21
OG0008456,0.1085,0.1282,-825.855771,-835.53598,19.360418,3.13E-05
OG0008457,0.1219,0.0257,-682.654663,-684.982629,4.655932,0.048746924
OG0008458,0.3617,0.0299,-1115.167658,-1116.573899,2.812482,0.122531372
OG0008459,0.1393,0.0344,-1669.009907,-1675.415336,12.810858,0.000826281
OG0008460,0.1038,0.0341,-1770.067152,-1778.431139,16.727974,0.000116557
OG0008461,0.3119,0.0628,-517.032846,-518.480966,2.89624,0.117505848
OG0008462,0.1578,0.034,-2284.481724,-2292.333829,15.70421,0.000194466
OG0008463,0.0618,5.045,-8511.437543,-8881.614786,740.354486,8.57E-162
OG0008464,0.1063,0.1458,-585.580013,-592.064155,12.968284,0.000763735
OG0008465,0.0407,0.0734,-1853.639535,-1874.594564,41.910058,3.97E-10
OG0008466,0.184,0.0237,-816.328082,-817.847593,3.039022,0.109409432
OG0008467,0.1197,0.0613,-1259.736993,-1266.999444,14.524902,0.000350693
OG0008468,0.147,0.0447,-2122.230683,-2132.329392,20.197418,2.06E-05
OG0008469,0.0824,0.0808,-2045.059636,-2067.988794,45.858316,5.51E-11
OG0008470,0.001,0.0562,-818.71198,-829.283765,21.14357,1.28E-05
OG0008471,0.1379,0.0301,-1256.635516,-1260.048067,6.825102,0.01647851
OG0008472,99,0.0001,-455.920156,-456.74494,1.649568,0.219164831
OG0008474,0.2094,0.0306,-2216.101299,-2221.62582,11.049042,0.001993889
OG0008475,0.239,0.0264,-629.014241,-630.217298,2.406114,0.150137434
OG0008476,0.5692,0.1299,-918.70246,-920.073262,2.741604,0.126951624
OG0008477,0.3969,0.1023,-490.203123,-491.576714,2.747182,0.126598049
OG0008478,0.507,0.016,-1329.811071,-1330.359933,1.097724,0.288803376
OG0008479,0.248,0.0323,-2195.946641,-2200.788773,9.684264,0.003945107
OG0008481,0.1635,0.0409,-1282.721475,-1288.234678,11.026406,0.002016584
OG0008482,0.5429,0.0681,-2022.439412,-2024.478621,4.078418,0.065065802
OG0008483,0.0986,0.3664,-1432.024883,-1478.766607,93.483448,2.51E-21
OG0008484,0.343,0.0308,-689.666301,-690.504968,1.677334,0.216143189
OG0008485,0.0494,0.063,-2260.198064,-2279.288335,38.180542,2.56E-09
OG0008486,0.001,0.0278,-1739.582477,-1751.434658,23.704362,3.56E-06
OG0008487,0.6404,0.1508,-631.100976,-631.492849,0.783746,0.337894967
OG0008488,0.3391,0.077,-2195.965524,-2203.349534,14.76802,0.000310553
OG0008489,0.6541,0.1708,-649.703112,-650.260971,1.115718,0.286216666
OG0008491,0.4066,0.0728,-1331.256647,-1333.802219,5.091144,0.039214089
OG0008492,0.001,0.0209,-352.365825,-354.29793,3.86421,0.072421491
OG0008493,0.4033,0.0626,-2149.743802,-2153.9844,8.481196,0.007199489
OG0008494,0.0756,0.0296,-4008.560556,-4024.305183,31.489254,7.26E-08
OG0008495,0.429,0.0239,-2181.354647,-2182.803454,2.897614,0.117425149
OG0008496,0.0655,0.0219,-1528.123957,-1533.890528,11.533142,0.001565237
OG0008497,0.3981,0.0383,-4207.516647,-4212.677124,10.320954,0.002869481
OG0008498,0.4193,0.1033,-1214.282401,-1216.589906,4.61501,0.049754609
OG0008499,1.0335,0.0132,-747.224901,-747.225629,0.001456,0.499636132
OG0008500,0.5004,0.0562,-1449.492322,-1450.891707,2.79877,0.123374334
OG0008501,0.001,0.015,-988.757687,-992.13317,6.750966,0.017100797
OG0008502,99,0.0002,-574.244418,-576.2218,3.954764,0.069215588
OG0008503,0.0946,0.0428,-1457.595549,-1465.660027,16.128956,0.000157258
OG0008504,0.1056,0.0665,-1518.91693,-1528.554592,19.275324,3.26E-05
OG0008505,0.5203,0.025,-5290.31456,-5292.965202,5.301284,0.035302935
OG0008506,0.2591,0.0405,-1567.98889,-1571.318418,6.659056,0.017905002
OG0008508,0.0785,0.0392,-1268.218477,-1275.211216,13.985478,0.000459264
OG0008510,0.4221,0.0668,-2486.551459,-2491.863303,10.623688,0.002466411
OG0008511,0.0447,0.0335,-5032.957134,-5062.11855,58.322832,1.08E-13
OG0008512,0.1199,0.0338,-1823.919764,-1830.955711,14.071894,0.000439842
OG0008513,99,0.0001,-415.524005,-415.944524,0.841038,0.32835295
OG0008514,0.3743,0.0398,-477.671303,-478.35903,1.375454,0.251358724
OG0008515,0.0608,0.044,-2076.208835,-2089.184678,25.951686,1.16E-06
OG0008516,0.0939,0.0455,-1553.347475,-1561.647238,16.599526,0.000124288
OG0008517,0.2296,0.0162,-1383.539943,-1384.94927,2.818654,0.122153823
OG0008518,1.6734,0.0315,-1589.049566,-1589.868442,1.637752,0.220463489
OG0008519,0.8781,0.1448,-590.023711,-590.081712,0.116002,0.471824502
OG0008520,0.1223,0.0327,-2313.675133,-2322.02938,16.708494,0.000117697
OG0008521,0.2594,0.0848,-791.758844,-795.674384,7.83108,0.009964892
OG0008522,0.001,0.015,-1108.052209,-1112.329194,8.55397,0.00694223
OG0008523,0.3053,0.0229,-2280.769767,-2283.655688,5.771842,0.027901685
OG0008524,0.001,0.0188,-1415.509064,-1421.424757,11.831386,0.001348395
OG0008526,0.001,0.0388,-2345.449541,-2366.94718,42.995278,2.30E-10
OG0008527,99,0.0002,-428.321106,-429.636772,2.631332,0.134147789
OG0008529,0.6425,0.0909,-1033.554094,-1034.13553,1.162872,0.279547465
OG0008531,1.0208,0.0399,-561.544844,-561.545408,0.001128,0.49971808
OG0008532,0.0354,0.0277,-3663.566859,-3680.325778,33.517838,2.63E-08
OG0008533,0.1927,0.0296,-2541.782149,-2548.594587,13.624876,0.000550004
OG0008534,0.001,0.0223,-676.600597,-679.741397,6.2816,0.021624093
OG0008535,0.1566,3.8095,-908.164933,-920.063081,23.796296,3.40E-06
OG0008536,0.6521,0.0094,-621.028619,-621.085122,0.113006,0.472531825
OG0008537,0.001,0.0221,-895.830313,-900.64529,9.629954,0.004053704
OG0008538,0.3004,0.0079,-762.71986,-763.033126,0.626532,0.365527713
OG0008539,0.0941,0.0604,-1514.615884,-1526.784723,24.337678,2.59E-06
OG0008540,0.1334,0.0145,-2219.754299,-2224.014974,8.52135,0.007056387
OG0008541,0.0328,0.071,-1552.079277,-1569.877076,35.595598,9.32E-09
OG0008542,0.0874,0.0403,-1528.461911,-1535.763467,14.603112,0.000337244
OG0008543,0.2613,0.0203,-2702.021998,-2705.643379,7.242762,0.013372858
OG0008544,0.001,0.0396,-744.498743,-751.499078,14.00067,0.000455788
OG0008545,0.1608,0.0237,-2015.126363,-2019.817152,9.381578,0.00458972
OG0008546,0.188,0.0222,-2639.042824,-2643.740733,9.395818,0.004557158
OG0008547,0.001,0.0133,-1721.560949,-1727.582137,12.042376,0.001213392
OG0008548,0.3859,0.0513,-711.853175,-713.329646,2.952942,0.11422122
OG0008549,0.1269,0.0318,-2846.01379,-2855.37404,18.7205,4.30E-05
OG0008550,0.0675,0.0401,-699.444255,-703.710991,8.533472,0.007013747
OG0008551,0.001,0.0144,-3035.059079,-3044.384813,18.651468,4.46E-05
OG0008552,0.001,0.0461,-1176.313387,-1188.664367,24.70196,2.16E-06
OG0008553,0.0857,0.0575,-739.403227,-744.642495,10.478536,0.002652069
OG0008554,0.6931,0.0451,-494.116802,-494.251072,0.26854,0.437176979
OG0008555,0.4838,0.1051,-818.963492,-820.304859,2.682734,0.130743985
OG0008556,0.458,0.0935,-511.771328,-512.798531,2.054406,0.179003453
OG0008557,0.1239,0.0232,-1220.313236,-1223.27814,5.929808,0.02578271
OG0008558,0.816,0.0244,-751.547567,-751.585688,0.076242,0.48129823
OG0008560,0.5915,0.0667,-878.838708,-879.387172,1.096928,0.288918343
OG0008561,0.2425,0.0498,-2602.433769,-2609.914973,14.962408,0.000281789
OG0008562,0.345,0.0347,-1265.342985,-1267.243768,3.801566,0.074725776
OG0008563,0.0605,0.0384,-1621.221123,-1630.259297,18.076348,5.94E-05
OG0008564,0.0991,0.1093,-921.7275,-932.108606,20.762212,1.55E-05
OG0008565,1.0939,0.0224,-1460.140464,-1460.157091,0.033254,0.491755233
OG0008566,0.3491,0.0442,-830.034526,-831.723453,3.377854,0.09235881
OG0008567,0.58,0.0345,-639.372856,-639.697204,0.648696,0.361499298
OG0008568,0.001,0.0443,-935.224895,-944.508477,18.567164,4.65E-05
OG0008569,99,0.0001,-434.236811,-434.934376,1.39513,0.248897981
OG0008570,0.2403,0.0415,-2160.895175,-2166.855647,11.920944,0.001289347
OG0008571,0.6438,0.784,-680.066008,-681.062051,1.992086,0.184669012
OG0008572,0.001,0.0163,-2126.461669,-2134.601963,16.280588,0.000145776
OG0008573,0.5283,0.732,-650.627059,-653.219029,5.18394,0.037436198
OG0008574,0.1044,0.0225,-1658.197213,-1662.999067,9.603708,0.004107252
OG0008575,0.2012,0.1787,-978.482727,-988.105721,19.245988,3.31E-05
OG0008577,0.1155,0.0438,-655.241759,-657.899241,5.314964,0.035062287
OG0008578,0.2315,0.0551,-999.57137,-1002.874372,6.606004,0.018386305
OG0008579,99,0.0002,-475.137701,-476.246886,2.21837,0.164913831
OG0008580,0.1529,0.0385,-5424.33632,-5445.034383,41.396126,5.13E-10
OG0008581,0.4134,0.0618,-3681.903691,-3687.683337,11.559292,0.001544905
OG0008582,0.1541,0.022,-616.933031,-618.463559,3.061056,0.108210683
OG0008583,0.6086,0.0201,-1582.079816,-1582.38512,0.610608,0.368449661
OG0008584,0.001,0.034,-423.273835,-426.478219,6.408768,0.020291947
OG0008585,0.3934,0.0562,-965.65268,-967.332078,3.358796,0.093243103
OG0008586,0.1633,0.0335,-2105.38187,-2111.860463,12.957186,0.000767985
OG0008588,0.0519,0.0348,-2157.584271,-2170.404709,25.640876,1.35E-06
OG0008589,0.736,0.0168,-835.003019,-835.079999,0.15396,0.462954186
OG0008591,0.9947,0.0247,-811.138374,-811.138413,7.80E-05,0.4999805
OG0008592,0.0278,0.0389,-1722.216843,-1734.204162,23.974638,3.11E-06
OG0008593,0.1888,0.0437,-2211.03005,-2219.298266,16.536432,0.000128271
OG0008594,0.341,0,-718.094259,-718.094271,2.40E-05,0.499994
OG0008595,0.144,0.0649,-1993.112199,-2005.559029,24.89366,1.97E-06
OG0008596,0.4552,0.0227,-2244.944468,-2246.339225,2.789514,0.123946634
OG0008597,0.1746,0.0271,-1215.197981,-1218.37989,6.363818,0.020753172
OG0008598,0.001,0.0274,-786.3268,-791.082069,9.510538,0.004303115
OG0008599,0.1888,0.0673,-1866.425158,-1876.030504,19.210692,3.37E-05
OG0008600,0.7208,0.4083,-679.901399,-680.299766,0.796734,0.335707786
OG0008601,0.001,0.0369,-1106.75575,-1116.194361,18.877222,3.98E-05
OG0008602,0.001,0.0404,-1669.407003,-1684.705821,30.597636,1.13E-07
OG0008603,0.1876,0.0422,-1329.368614,-1334.494975,10.252722,0.002969065
OG0008604,0.2085,0.0684,-1184.259604,-1190.154606,11.790004,0.001376585
OG0008605,0.1507,0.0466,-1380.424548,-1385.676317,10.503538,0.002619122
OG0008606,0.0832,0.067,-1635.022773,-1649.041499,28.037452,4.08E-07
OG0008607,0.1277,0.0455,-1084.795133,-1090.580716,11.571166,0.00153576
OG0008608,0.1489,0.0465,-601.977977,-605.198018,6.440082,0.01997671
OG0008609,1.4884,0.0098,-1560.452476,-1560.64768,0.390408,0.411333408
OG0008610,0.4584,0.0391,-988.708708,-989.8329,2.248384,0.162457446
OG0008612,0.074,0.0318,-925.652266,-930.506954,9.709376,0.003895882
OG0008613,0.0196,0.0558,-1571.575576,-1587.037074,30.922996,9.64E-08
OG0008614,0.2546,0.0403,-3473.636948,-3480.988528,14.70316,0.000320789
OG0008615,0.0396,0.0912,-1432.591076,-1449.484816,33.78748,2.30E-08
OG0008616,0.5064,0.0224,-1420.879348,-1421.582838,1.40698,0.247427621
OG0008617,0.1684,0.0265,-429.156945,-430.18598,2.05807,0.178675819
OG0008618,0.001,0.0066,-583.293076,-584.326449,2.066746,0.177902402
OG0008619,0.001,0.0057,-707.520751,-708.605046,2.16859,0.169070045
OG0008620,0.1316,0.0356,-864.586288,-868.123053,7.07353,0.014553669
OG0008621,2.0632,0.0059,-958.66597,-958.917439,0.502938,0.388828782
OG0008622,1.0965,0.0477,-804.406411,-804.421758,0.030694,0.492385083
OG0008623,0.4345,0.1252,-661.014732,-662.659549,3.289634,0.096523944
OG0008624,0.0929,0.0246,-849.904531,-852.73903,5.668998,0.029373976
OG0008625,0.0511,0.1855,-583.869262,-598.392145,29.045766,2.46E-07
OG0008626,0.2473,0.0333,-1710.953338,-1714.822361,7.738046,0.010439379
OG0008628,0.001,0.0363,-426.165117,-429.852315,7.374396,0.012521036
OG0008629,0.001,0.0424,-457.07584,-461.261621,8.371562,0.007605161
OG0008630,0.001,0.0224,-625.885033,-628.965974,6.161882,0.022958015
OG0008631,0.478,0.0518,-501.674374,-502.2305,1.112252,0.28671311
OG0008632,0.2553,0.0403,-1199.986386,-1203.310979,6.649186,0.017993581
OG0008633,0.001,0.0587,-836.44365,-846.865028,20.842756,1.49E-05
OG0008634,0.1294,0.0936,-907.142327,-914.341536,14.398418,0.000373588
OG0008635,0.3591,0.044,-1180.51256,-1182.303093,3.581066,0.083435602
OG0008637,0.361,0.0464,-2733.154776,-2737.711099,9.112646,0.005250299
OG0008638,0.076,0.0394,-1758.015821,-1766.786896,17.54215,7.76E-05
OG0008639,0.0445,0.0487,-1815.416179,-1830.93831,31.044262,9.07E-08
OG0008640,0.2999,0.031,-874.385256,-875.883306,2.9961,0.111782844
OG0008641,2.6956,0.0076,-549.276128,-549.752549,0.952842,0.310500993
OG0008642,0.0744,0.0926,-1101.431217,-1113.695486,24.528538,2.36E-06
OG0008643,0.029,0.0585,-1166.255534,-1178.515336,24.519604,2.37E-06
OG0008644,0.0186,0.088,-3345.863285,-3395.330453,98.934336,1.64E-22
OG0008645,0.1176,0.0323,-977.597282,-981.223111,7.251658,0.013313507
OG0008646,0.001,0.0065,-609.740784,-610.811682,2.141796,0.171350317
OG0008647,0.1158,0.0142,-1143.596578,-1145.617418,4.04168,0.066272041
OG0008648,0.0909,0.0115,-1806.761858,-1809.715088,5.90646,0.026085461
OG0008649,0.027,0.0427,-1614.839536,-1627.20434,24.729608,2.13E-06
OG0008650,0.1105,0.1331,-1063.623785,-1077.084916,26.922262,7.13E-07
OG0008651,0.375,0.0276,-532.626322,-533.110692,0.96874,0.308042604
OG0008652,1.2336,0.0139,-901.016984,-901.052112,0.070256,0.482740913
OG0008653,0.001,0.0356,-1806.718142,-1821.724974,30.013664,1.52E-07
OG0008655,1.2433,0.0299,-1529.021785,-1529.162404,0.281238,0.434410135
OG0008656,0.3617,0.0124,-1300.869095,-1301.57955,1.42091,0.245710275
OG0008657,0.0762,0.0485,-543.789194,-547.649966,7.721544,0.010525871
OG0008658,0.2199,0.0434,-2059.555725,-2065.911481,12.711512,0.000868361
OG0008659,0.0554,0.0346,-2099.315968,-2111.283436,23.934936,3.17E-06
OG0008660,0.7786,0.0329,-513.500385,-513.558504,0.116238,0.47176883
OG0008661,0.1835,0.053,-1027.632648,-1032.282184,9.299072,0.00478302
OG0008662,0.001,0.0469,-541.455852,-548.01496,13.118216,0.000708575
OG0008663,0.0568,0.0461,-3003.688411,-3024.896246,42.41567,3.08E-10
OG0008664,0.2881,0.0284,-3823.877462,-3830.528543,13.302162,0.000646312
OG0008665,0.2103,0.239,-1607.208879,-1624.40906,34.400362,1.69E-08
OG0008666,0.001,0,-209.869063,-209.869079,3.20E-05,0.499992
OG0008667,0.001,0.0756,-601.180834,-609.521405,16.681142,0.000119318
OG0008668,0.3273,0.0359,-443.439363,-444.090989,1.303252,0.26059881
OG0008669,0.1525,0.0372,-2895.411256,-2904.463675,18.104838,5.86E-05
OG0008670,0.412,0.0499,-3551.295172,-3556.953565,11.316786,0.001744059
OG0008671,0.001,0.0157,-1312.768053,-1318.066641,10.597176,0.002499324
OG0008672,0.2828,0.0332,-1783.062429,-1786.223904,6.32295,0.021181605
OG0008673,0.1049,0.0503,-3637.462244,-3658.46331,42.002132,3.79E-10
OG0008674,0.5091,0.0342,-702.080917,-702.57053,0.979226,0.306431763
OG0008676,1.1129,0.0965,-557.376421,-557.398162,0.043482,0.489246816
OG0008677,0.4796,0.0392,-763.200054,-763.905724,1.41134,0.246888816
OG0008678,0.0968,0.0465,-842.923456,-847.742277,9.637642,0.004038152
OG0008679,0.0533,0.0377,-932.117377,-937.73106,11.227366,0.001823805
OG0008680,0.2717,0.0201,-3326.480301,-3330.854536,8.74847,0.006298888
OG0008681,0.0291,0.0285,-2479.305601,-2493.177747,27.744292,4.72E-07
OG0008682,0.2594,0.1004,-576.277169,-579.311377,6.068416,0.024056377
OG0008683,0.139,0.0329,-1348.393454,-1353.604468,10.422028,0.002728069
OG0008684,0.2336,0.0283,-1055.030436,-1057.08161,4.102348,0.064291929
OG0008685,0.156,0.0505,-2716.060446,-2728.44984,24.778788,2.08E-06
OG0008686,0.1891,0.0237,-2263.122716,-2268.215611,10.18579,0.003070109
OG0008687,0.2978,0.0367,-918.436959,-920.301434,3.72895,0.077488776
OG0008688,0.4705,0.2447,-607.372677,-609.279709,3.814064,0.074260271
OG0008689,0.001,0,-580.075986,-580.076063,0.000154,0.499961501
OG0008690,0.0632,0.0382,-871.842287,-877.229049,10.773524,0.002288384
OG0008691,0.2538,0.0585,-1518.192012,-1523.588895,10.793766,0.002265341
OG0008692,0.2445,0.0457,-1062.121824,-1065.296075,6.348502,0.02091271
OG0008694,0.9948,0.1342,-603.894036,-603.894137,0.000202,0.499949503
OG0008695,0.4509,1.8979,-786.944267,-788.961228,4.033922,0.066529609
OG0008697,99,0,-665.493863,-665.710402,0.433078,0.402650564
OG0008698,0.0696,0.0672,-1479.012853,-1490.2082,22.390694,6.87E-06
OG0008700,0.2267,0.0555,-1590.830864,-1595.873204,10.08468,0.003229309
OG0008701,1.257,0.025,-829.96621,-830.043628,0.154836,0.462751456
OG0008702,0.2066,0.0504,-2828.121667,-2838.144869,20.046404,2.22E-05
OG0008703,0.5165,0.0467,-544.960245,-545.343022,0.765554,0.34098248
OG0008704,1.2407,0.0331,-496.330482,-496.380141,0.099318,0.475776925
OG0008705,0.054,0.0322,-1190.719089,-1197.129893,12.821608,0.000821851
OG0008706,0.222,0.0412,-1788.701638,-1793.411793,9.42031,0.004501691
OG0008707,0.001,0.056,-416.093503,-420.46627,8.745534,0.006308141
OG0008708,0.0811,0.0264,-1878.640545,-1885.750264,14.219438,0.000408562
OG0008709,0.0925,0.0528,-756.775073,-761.259768,8.96939,0.005640164
OG0008710,0.3118,0.0239,-1023.064103,-1024.265653,2.4031,0.150363861
OG0008711,1.0734,0.0208,-2382.72092,-2382.735539,0.029238,0.492743669
OG0008712,0.429,0.0692,-2229.854201,-2233.85683,8.005258,0.009133775
OG0008713,0.001,0.0112,-1071.376139,-1074.519827,6.287376,0.021561732
OG0008714,0.3177,0.035,-2566.451501,-2570.743732,8.584462,0.006837192
OG0008715,0.2908,0.0729,-1335.27986,-1339.083118,7.606516,0.011149003
OG0008716,0.6567,0.0206,-1044.921654,-1045.122557,0.401806,0.408995886
OG0008717,0.1896,0.0218,-3779.154014,-3786.450448,14.592868,0.000338976
OG0008718,0.001,0.0216,-1841.805184,-1851.588734,19.5671,2.82E-05
OG0008719,0.2256,0.0267,-1051.752131,-1054.070567,4.636872,0.049213703
OG0008720,0.001,0.0174,-627.541177,-630.194976,5.307598,0.035191659
OG0008721,0.5432,0.0229,-843.139667,-843.510452,0.74157,0.345096158
OG0008722,0.35,0.035,-575.034078,-576.08459,2.101024,0.174879313
OG0008723,0.001,0.0056,-745.25047,-746.35563,2.21032,0.165578946
OG0008724,0.3648,0.0341,-958.840765,-960.173877,2.666224,0.131827744
OG0008725,0.2473,0.0504,-727.258424,-730.01259,5.508332,0.031831046
OG0008726,0.4948,0.2728,-554.377927,-555.926977,3.0981,0.106224853
OG0008727,0.1354,0.1372,-941.215905,-949.994818,17.557826,7.70E-05
OG0008728,0.1947,0.067,-622.40276,-625.831379,6.857238,0.016215849
OG0008729,0.0736,0.0397,-1288.578736,-1295.806135,14.454798,0.000363204
OG0008730,0.8632,0.128,-603.671757,-603.735877,0.12824,0.468946223
OG0008731,0.1555,0.0171,-776.235295,-777.790918,3.111246,0.105528926
OG0008732,0.1846,0.0405,-844.042031,-847.221464,6.358866,0.02080462
OG0008733,0.3505,0.0525,-3057.283777,-3062.784634,11.001714,0.002041635
OG0008734,0.2042,0.0437,-4140.496346,-4153.726206,26.45972,8.98E-07
OG0008735,0.0981,0.0323,-1251.175663,-1256.812967,11.274608,0.00178123
OG0008736,0.5349,0.0747,-1396.202684,-1397.989671,3.573974,0.08373199
OG0008737,0.001,0.0063,-656.904615,-657.998224,2.187218,0.167502638
OG0008738,0.0292,0.1342,-550.70293,-563.677674,25.949488,1.16E-06
OG0008739,0.5769,0.0447,-1039.789746,-1040.384003,1.188514,0.275986265
OG0008740,0.211,0.0596,-1636.894148,-1642.736842,11.685388,0.001450508
OG0008743,0.1989,0.0757,-1570.646351,-1578.305028,15.317354,0.000235966
OG0008744,0.3188,0.0309,-886.431415,-887.561545,2.26026,0.161495632
OG0008747,0.2143,0.0435,-1886.181113,-1892.903576,13.444926,0.000601785
OG0008748,0.001,0.0084,-816.167153,-818.033788,3.73327,0.077321581
OG0008750,0.001,0.0265,-592.203443,-596.343473,8.28006,0.007961187
OG0008751,0.3849,0.0185,-2806.238865,-2808.278276,4.078822,0.06505266
OG0008752,0.1682,0.0832,-789.315556,-795.374363,12.117614,0.001168594
OG0008753,0.0731,0.0217,-1150.407855,-1153.913809,7.011908,0.015009061
OG0008754,0.5373,0.0971,-489.789395,-490.507516,1.436242,0.243833862
OG0008755,0.3835,0.0311,-1147.504692,-1148.440166,1.870948,0.196199912
OG0008756,99,0.0001,-445.402318,-446.379166,1.953696,0.188247973
OG0008757,0.1035,0.0662,-1192.747859,-1202.13289,18.770062,4.20E-05
OG0008759,0.2534,0.1075,-880.412711,-883.913177,7.000932,0.015091657
OG0008760,0.001,0.0032,-1088.033381,-1088.989389,1.912016,0.192212225
OG0008761,0.0712,0.0649,-466.699659,-471.293824,9.18833,0.00505533
OG0008762,0.001,0.031,-924.32808,-930.993197,13.330234,0.000637304
OG0008763,1.0825,0.0079,-509.270042,-509.272132,0.00418,0.498956091
OG0008764,0.3466,1.7885,-649.208767,-653.036012,7.65449,0.010884754
OG0008765,0.0972,0.028,-2114.748571,-2122.863042,16.228942,0.000149589
OG0008766,0.0269,0.1235,-485.673237,-494.565347,17.78422,6.87E-05
OG0008767,0.0246,0.0437,-1761.545157,-1775.488052,27.88579,4.40E-07
OG0008768,0.1614,0.0824,-1157.427747,-1164.850222,14.84495,0.000298834
OG0008769,0.1759,0.0615,-924.675667,-929.71981,10.088286,0.003223492
OG0008771,0.1395,0.0708,-826.940271,-832.899762,11.918982,0.001290613
OG0008772,0.001,0.0195,-891.734457,-896.209951,8.950988,0.005692298
OG0008773,0.0726,0.0375,-1308.867154,-1315.319287,12.904266,0.000788577
OG0008774,0.3031,0.039,-907.800623,-909.765795,3.930344,0.070065891
OG0008775,0.2865,0.0232,-1728.916821,-1731.221011,4.60838,0.049919819
OG0008776,0.001,0.0199,-881.21603,-885.227234,8.022408,0.009055788
OG0008777,0.1647,0.0497,-912.499703,-916.427511,7.855616,0.009843389
OG0008779,0.001,0.043,-802.50839,-810.462497,15.908214,0.000175608
