Orthogroup	CRCR_fixednames	CRFI_fixednames
OG0005003	CRCR_TRINITY_DN39659_c0_g2::TRINITY_DN39659_c0_g2_i1::g.38929::m.38929	CRFI_TRINITYb_DN27072_c0_g2::TRINITYb_DN27072_c0_g2_i1::g.44296::m.44296, CRFI_TRINITYb_DN27072_c0_g2::TRINITYb_DN27072_c0_g2_i2::g.44299::m.44299
OG0005004	CRCR_TRINITY_DN39659_c0_g2::TRINITY_DN39659_c0_g2_i1::g.38931::m.38931	CRFI_TRINITYb_DN27072_c0_g2::TRINITYb_DN27072_c0_g2_i1::g.44297::m.44297, CRFI_TRINITYb_DN27072_c0_g2::TRINITYb_DN27072_c0_g2_i2::g.44300::m.44300
OG0005005	CRCR_TRINITY_DN39663_c0_g1::TRINITY_DN39663_c0_g1_i2::g.38815::m.38815	CRFI_TRINITYb_DN32736_c2_g2::TRINITYb_DN32736_c2_g2_i2::g.24408::m.24408, CRFI_TRINITYb_DN64402_c0_g1::TRINITYb_DN64402_c0_g1_i1::g.42236::m.42236
OG0005006	CRCR_TRINITY_DN39685_c1_g2::TRINITY_DN39685_c1_g2_i1::g.38841::m.38841	CRFI_TRINITYb_DN28672_c0_g3::TRINITYb_DN28672_c0_g3_i1::g.20914::m.20914, CRFI_TRINITYb_DN28672_c0_g3::TRINITYb_DN28672_c0_g3_i2::g.20916::m.20916
OG0005007	CRCR_TRINITY_DN39695_c1_g1::TRINITY_DN39695_c1_g1_i1::g.38740::m.38740, CRCR_TRINITY_DN39695_c1_g1::TRINITY_DN39695_c1_g1_i2::g.38742::m.38742	CRFI_TRINITYb_DN31496_c10_g1::TRINITYb_DN31496_c10_g1_i1::g.31484::m.31484
OG0005008	CRCR_TRINITY_DN39700_c0_g1::TRINITY_DN39700_c0_g1_i1::g.38733::m.38733	CRFI_TRINITYb_DN28988_c0_g1::TRINITYb_DN28988_c0_g1_i1::g.33922::m.33922, CRFI_TRINITYb_DN28988_c0_g1::TRINITYb_DN28988_c0_g1_i3::g.33925::m.33925
OG0005009	CRCR_TRINITY_DN39703_c1_g104::TRINITY_DN39703_c1_g104_i1::g.52060::m.52060, CRCR_TRINITY_DN39703_c1_g187::TRINITY_DN39703_c1_g187_i1::g.52061::m.52061	CRFI_TRINITYb_DN32164_c3_g124::TRINITYb_DN32164_c3_g124_i1::g.25483::m.25483
OG0005010	CRCR_TRINITY_DN39706_c11_g1::TRINITY_DN39706_c11_g1_i2::g.51993::m.51993, CRCR_TRINITY_DN39706_c11_g1::TRINITY_DN39706_c11_g1_i4::g.51994::m.51994	CRFI_TRINITYb_DN31790_c3_g2::TRINITYb_DN31790_c3_g2_i1::g.9839::m.9839
OG0005011	CRCR_TRINITY_DN39708_c0_g1::TRINITY_DN39708_c0_g1_i1::g.52041::m.52041, CRCR_TRINITY_DN39708_c0_g1::TRINITY_DN39708_c0_g1_i2::g.52043::m.52043	CRFI_TRINITYb_DN31013_c0_g2::TRINITYb_DN31013_c0_g2_i1::g.13276::m.13276
OG0005012	CRCR_TRINITY_DN39716_c0_g2::TRINITY_DN39716_c0_g2_i1::g.52149::m.52149, CRCR_TRINITY_DN39716_c0_g2::TRINITY_DN39716_c0_g2_i2::g.52152::m.52152	CRFI_TRINITYb_DN80648_c0_g1::TRINITYb_DN80648_c0_g1_i1::g.38560::m.38560
OG0005013	CRCR_TRINITY_DN39720_c0_g1::TRINITY_DN39720_c0_g1_i1::g.52006::m.52006, CRCR_TRINITY_DN39720_c0_g1::TRINITY_DN39720_c0_g1_i2::g.52007::m.52007	CRFI_TRINITYb_DN99_c0_g1::TRINITYb_DN99_c0_g1_i1::g.38029::m.38029
OG0005014	CRCR_TRINITY_DN39721_c0_g1::TRINITY_DN39721_c0_g1_i2::g.51970::m.51970	CRFI_TRINITYb_DN24492_c0_g1::TRINITYb_DN24492_c0_g1_i1::g.42417::m.42417, CRFI_TRINITYb_DN24492_c0_g1::TRINITYb_DN24492_c0_g1_i2::g.42418::m.42418
OG0005015	CRCR_TRINITY_DN39727_c0_g2::TRINITY_DN39727_c0_g2_i4::g.52191::m.52191, CRCR_TRINITY_DN44157_c0_g1::TRINITY_DN44157_c0_g1_i1::g.36160::m.36160	CRFI_TRINITYb_DN28813_c0_g7::TRINITYb_DN28813_c0_g7_i1::g.28772::m.28772
OG0005016	CRCR_TRINITY_DN39730_c0_g1::TRINITY_DN39730_c0_g1_i1::g.52022::m.52022, CRCR_TRINITY_DN39730_c0_g1::TRINITY_DN39730_c0_g1_i2::g.52023::m.52023	CRFI_TRINITYb_DN12396_c0_g1::TRINITYb_DN12396_c0_g1_i1::g.3786::m.3786
OG0005017	CRCR_TRINITY_DN39742_c0_g1::TRINITY_DN39742_c0_g1_i1::g.52032::m.52032	CRFI_TRINITYb_DN29964_c0_g1::TRINITYb_DN29964_c0_g1_i1::g.12158::m.12158, CRFI_TRINITYb_DN29964_c0_g1::TRINITYb_DN29964_c0_g1_i2::g.12160::m.12160
OG0005018	CRCR_TRINITY_DN39765_c1_g3::TRINITY_DN39765_c1_g3_i1::g.51975::m.51975	CRFI_TRINITYb_DN30894_c3_g1::TRINITYb_DN30894_c3_g1_i3::g.3474::m.3474, CRFI_TRINITYb_DN70188_c0_g1::TRINITYb_DN70188_c0_g1_i1::g.39909::m.39909
OG0005019	CRCR_TRINITY_DN39769_c0_g1::TRINITY_DN39769_c0_g1_i1::g.52108::m.52108, CRCR_TRINITY_DN39769_c0_g1::TRINITY_DN39769_c0_g1_i2::g.52112::m.52112	CRFI_TRINITYb_DN26475_c0_g1::TRINITYb_DN26475_c0_g1_i1::g.48624::m.48624
OG0005020	CRCR_TRINITY_DN39778_c0_g1::TRINITY_DN39778_c0_g1_i1::g.51962::m.51962	CRFI_TRINITYb_DN26189_c0_g1::TRINITYb_DN26189_c0_g1_i1::g.29646::m.29646, CRFI_TRINITYb_DN26189_c0_g1::TRINITYb_DN26189_c0_g1_i2::g.29651::m.29651
OG0005021	CRCR_TRINITY_DN39782_c0_g1::TRINITY_DN39782_c0_g1_i2::g.52045::m.52045	CRFI_TRINITYb_DN27674_c1_g3::TRINITYb_DN27674_c1_g3_i1::g.6094::m.6094, CRFI_TRINITYb_DN27674_c1_g3::TRINITYb_DN27674_c1_g3_i6::g.6102::m.6102
OG0005022	CRCR_TRINITY_DN39782_c0_g1::TRINITY_DN39782_c0_g1_i3::g.52047::m.52047, CRCR_TRINITY_DN39782_c0_g1::TRINITY_DN39782_c0_g1_i4::g.52049::m.52049	CRFI_TRINITYb_DN27674_c1_g3::TRINITYb_DN27674_c1_g3_i2::g.6096::m.6096
OG0005023	CRCR_TRINITY_DN39797_c0_g1::TRINITY_DN39797_c0_g1_i2::g.52051::m.52051	CRFI_TRINITYb_DN26957_c0_g1::TRINITYb_DN26957_c0_g1_i1::g.21436::m.21436, CRFI_TRINITYb_DN26957_c0_g1::TRINITYb_DN26957_c0_g1_i2::g.21439::m.21439
OG0005024	CRCR_TRINITY_DN39806_c0_g1::TRINITY_DN39806_c0_g1_i1::g.24464::m.24464	CRFI_TRINITYb_DN30395_c0_g2::TRINITYb_DN30395_c0_g2_i1::g.30740::m.30740, CRFI_TRINITYb_DN30395_c0_g2::TRINITYb_DN30395_c0_g2_i2::g.30743::m.30743
OG0005025	CRCR_TRINITY_DN39818_c0_g2::TRINITY_DN39818_c0_g2_i4::g.24443::m.24443	CRFI_TRINITYb_DN27602_c0_g1::TRINITYb_DN27602_c0_g1_i2::g.5955::m.5955, CRFI_TRINITYb_DN27602_c0_g1::TRINITYb_DN27602_c0_g1_i3::g.5956::m.5956
OG0005026	CRCR_TRINITY_DN39819_c1_g1::TRINITY_DN39819_c1_g1_i1::g.24345::m.24345, CRCR_TRINITY_DN39819_c1_g1::TRINITY_DN39819_c1_g1_i2::g.24346::m.24346	CRFI_TRINITYb_DN31475_c0_g1::TRINITYb_DN31475_c0_g1_i1::g.31439::m.31439
OG0005027	CRCR_TRINITY_DN39828_c0_g3::TRINITY_DN39828_c0_g3_i1::g.24524::m.24524	CRFI_TRINITYb_DN29634_c1_g1::TRINITYb_DN29634_c1_g1_i1::g.45263::m.45263, CRFI_TRINITYb_DN29634_c1_g1::TRINITYb_DN29634_c1_g1_i2::g.45265::m.45265
OG0005028	CRCR_TRINITY_DN39833_c0_g1::TRINITY_DN39833_c0_g1_i1::g.24362::m.24362	CRFI_TRINITYb_DN27239_c0_g1::TRINITYb_DN27239_c0_g1_i2::g.31096::m.31096, CRFI_TRINITYb_DN27239_c0_g1::TRINITYb_DN27239_c0_g1_i5::g.31104::m.31104
OG0005029	CRCR_TRINITY_DN39838_c2_g1::TRINITY_DN39838_c2_g1_i1::g.24474::m.24474, CRCR_TRINITY_DN39838_c2_g5::TRINITY_DN39838_c2_g5_i2::g.24480::m.24480, CRCR_TRINITY_DN39838_c2_g6::TRINITY_DN39838_c2_g6_i1::g.24481::m.24481	
OG0005030	CRCR_TRINITY_DN39850_c1_g1::TRINITY_DN39850_c1_g1_i1::g.24415::m.24415, CRCR_TRINITY_DN39850_c1_g1::TRINITY_DN39850_c1_g1_i2::g.24418::m.24418	CRFI_TRINITYb_DN27645_c1_g2::TRINITYb_DN27645_c1_g2_i1::g.6107::m.6107
OG0005031	CRCR_TRINITY_DN39857_c0_g1::TRINITY_DN39857_c0_g1_i1::g.24336::m.24336, CRCR_TRINITY_DN39857_c0_g1::TRINITY_DN39857_c0_g1_i2::g.24337::m.24337	CRFI_TRINITYb_DN26311_c0_g1::TRINITYb_DN26311_c0_g1_i1::g.18100::m.18100
OG0005032	CRCR_TRINITY_DN39865_c0_g1::TRINITY_DN39865_c0_g1_i1::g.24329::m.24329	CRFI_TRINITYb_DN28599_c0_g1::TRINITYb_DN28599_c0_g1_i1::g.20426::m.20426, CRFI_TRINITYb_DN28599_c0_g1::TRINITYb_DN28599_c0_g1_i2::g.20428::m.20428
OG0005033	CRCR_TRINITY_DN39885_c0_g1::TRINITY_DN39885_c0_g1_i1::g.24420::m.24420, CRCR_TRINITY_DN39885_c0_g1::TRINITY_DN39885_c0_g1_i3::g.24422::m.24422	CRFI_TRINITYb_DN24211_c0_g1::TRINITYb_DN24211_c0_g1_i1::g.15266::m.15266
OG0005034	CRCR_TRINITY_DN39891_c0_g1::TRINITY_DN39891_c0_g1_i1::g.24487::m.24487	CRFI_TRINITYb_DN31031_c0_g1::TRINITYb_DN31031_c0_g1_i2::g.13376::m.13376, CRFI_TRINITYb_DN31031_c0_g1::TRINITYb_DN31031_c0_g1_i3::g.13377::m.13377
OG0005035	CRCR_TRINITY_DN39905_c0_g1::TRINITY_DN39905_c0_g1_i1::g.13900::m.13900	CRFI_TRINITYb_DN31228_c0_g1::TRINITYb_DN31228_c0_g1_i2::g.8987::m.8987, CRFI_TRINITYb_DN31228_c0_g1::TRINITYb_DN31228_c0_g1_i3::g.8991::m.8991
OG0005036	CRCR_TRINITY_DN39906_c0_g1::TRINITY_DN39906_c0_g1_i1::g.13809::m.13809	CRFI_TRINITYb_DN28370_c0_g1::TRINITYb_DN28370_c0_g1_i1::g.11505::m.11505, CRFI_TRINITYb_DN28370_c0_g1::TRINITYb_DN28370_c0_g1_i2::g.11507::m.11507
OG0005037	CRCR_TRINITY_DN39918_c0_g2::TRINITY_DN39918_c0_g2_i1::g.14096::m.14096, CRCR_TRINITY_DN39918_c0_g2::TRINITY_DN39918_c0_g2_i2::g.14097::m.14097	CRFI_TRINITYb_DN26414_c0_g1::TRINITYb_DN26414_c0_g1_i1::g.48590::m.48590
OG0005038	CRCR_TRINITY_DN39925_c0_g1::TRINITY_DN39925_c0_g1_i1::g.14081::m.14081, CRCR_TRINITY_DN39925_c0_g1::TRINITY_DN39925_c0_g1_i2::g.14084::m.14084	CRFI_TRINITYb_DN24847_c0_g1::TRINITYb_DN24847_c0_g1_i1::g.19798::m.19798
OG0005039	CRCR_TRINITY_DN39926_c0_g1::TRINITY_DN39926_c0_g1_i1::g.13817::m.13817	CRFI_TRINITYb_DN30548_c0_g1::TRINITYb_DN30548_c0_g1_i1::g.46915::m.46915, CRFI_TRINITYb_DN30548_c0_g1::TRINITYb_DN30548_c0_g1_i2::g.46916::m.46916
OG0005040	CRCR_TRINITY_DN39934_c0_g1::TRINITY_DN39934_c0_g1_i1::g.14086::m.14086, CRCR_TRINITY_DN39934_c0_g1::TRINITY_DN39934_c0_g1_i2::g.14089::m.14089	CRFI_TRINITYb_DN30107_c0_g1::TRINITYb_DN30107_c0_g1_i1::g.12865::m.12865
OG0005041	CRCR_TRINITY_DN39935_c0_g1::TRINITY_DN39935_c0_g1_i1::g.13974::m.13974	CRFI_TRINITYb_DN28023_c0_g1::TRINITYb_DN28023_c0_g1_i1::g.20318::m.20318, CRFI_TRINITYb_DN49254_c0_g1::TRINITYb_DN49254_c0_g1_i1::g.24457::m.24457
OG0005042	CRCR_TRINITY_DN39943_c0_g1::TRINITY_DN39943_c0_g1_i1::g.13979::m.13979, CRCR_TRINITY_DN39943_c0_g1::TRINITY_DN39943_c0_g1_i2::g.13981::m.13981	CRFI_TRINITYb_DN31174_c0_g1::TRINITYb_DN31174_c0_g1_i1::g.30335::m.30335
OG0005043	CRCR_TRINITY_DN39944_c0_g1::TRINITY_DN39944_c0_g1_i1::g.13874::m.13874	CRFI_TRINITYb_DN25804_c1_g1::TRINITYb_DN25804_c1_g1_i1::g.38830::m.38830, CRFI_TRINITYb_DN25804_c1_g2::TRINITYb_DN25804_c1_g2_i1::g.38833::m.38833
OG0005044	CRCR_TRINITY_DN39947_c0_g1::TRINITY_DN39947_c0_g1_i1::g.14036::m.14036, CRCR_TRINITY_DN39947_c0_g1::TRINITY_DN39947_c0_g1_i2::g.14039::m.14039	CRFI_TRINITYb_DN25293_c0_g1::TRINITYb_DN25293_c0_g1_i2::g.17688::m.17688
OG0005045	CRCR_TRINITY_DN39956_c0_g1::TRINITY_DN39956_c0_g1_i1::g.13818::m.13818, CRCR_TRINITY_DN39956_c0_g1::TRINITY_DN39956_c0_g1_i3::g.13825::m.13825	CRFI_TRINITYb_DN25608_c0_g1::TRINITYb_DN25608_c0_g1_i1::g.34372::m.34372
OG0005046	CRCR_TRINITY_DN39956_c0_g1::TRINITY_DN39956_c0_g1_i2::g.13821::m.13821, CRCR_TRINITY_DN39956_c0_g1::TRINITY_DN39956_c0_g1_i4::g.13830::m.13830	CRFI_TRINITYb_DN25608_c0_g1::TRINITYb_DN25608_c0_g1_i2::g.34378::m.34378
OG0005047	CRCR_TRINITY_DN39956_c0_g1::TRINITY_DN39956_c0_g1_i2::g.13820::m.13820, CRCR_TRINITY_DN39956_c0_g1::TRINITY_DN39956_c0_g1_i4::g.13829::m.13829	CRFI_TRINITYb_DN25608_c0_g1::TRINITYb_DN25608_c0_g1_i2::g.34377::m.34377
OG0005048	CRCR_TRINITY_DN39964_c0_g2::TRINITY_DN39964_c0_g2_i1::g.13842::m.13842, CRCR_TRINITY_DN39964_c0_g2::TRINITY_DN39964_c0_g2_i2::g.13843::m.13843, CRCR_TRINITY_DN39964_c0_g2::TRINITY_DN39964_c0_g2_i3::g.13845::m.13845	
OG0005049	CRCR_TRINITY_DN39974_c0_g1::TRINITY_DN39974_c0_g1_i1::g.13905::m.13905	CRFI_TRINITYb_DN27619_c0_g2::TRINITYb_DN27619_c0_g2_i1::g.6068::m.6068, CRFI_TRINITYb_DN27619_c0_g2::TRINITYb_DN27619_c0_g2_i2::g.6071::m.6071
OG0005050	CRCR_TRINITY_DN39976_c0_g1::TRINITY_DN39976_c0_g1_i4::g.14091::m.14091	CRFI_TRINITYb_DN28772_c1_g1::TRINITYb_DN28772_c1_g1_i3::g.27233::m.27233, CRFI_TRINITYb_DN28772_c1_g1::TRINITYb_DN28772_c1_g1_i4::g.27234::m.27234
OG0005051	CRCR_TRINITY_DN39978_c0_g1::TRINITY_DN39978_c0_g1_i1::g.14031::m.14031, CRCR_TRINITY_DN39978_c0_g1::TRINITY_DN39978_c0_g1_i2::g.14032::m.14032	CRFI_TRINITYb_DN23542_c0_g1::TRINITYb_DN23542_c0_g1_i1::g.4526::m.4526
OG0005052	CRCR_TRINITY_DN39979_c0_g1::TRINITY_DN39979_c0_g1_i4::g.14011::m.14011	CRFI_TRINITYb_DN28976_c3_g1::TRINITYb_DN28976_c3_g1_i1::g.34081::m.34081, CRFI_TRINITYb_DN28976_c3_g1::TRINITYb_DN28976_c3_g1_i2::g.34082::m.34082
OG0005053	CRCR_TRINITY_DN39986_c0_g1::TRINITY_DN39986_c0_g1_i1::g.13890::m.13890, CRCR_TRINITY_DN39986_c0_g1::TRINITY_DN39986_c0_g1_i2::g.13891::m.13891	CRFI_TRINITYb_DN71311_c0_g1::TRINITYb_DN71311_c0_g1_i1::g.49145::m.49145
OG0005054	CRCR_TRINITY_DN39987_c0_g1::TRINITY_DN39987_c0_g1_i1::g.14094::m.14094, CRCR_TRINITY_DN39987_c0_g1::TRINITY_DN39987_c0_g1_i2::g.14095::m.14095	CRFI_TRINITYb_DN27016_c0_g1::TRINITYb_DN27016_c0_g1_i1::g.44232::m.44232
OG0005055	CRCR_TRINITY_DN40009_c0_g1::TRINITY_DN40009_c0_g1_i2::g.18158::m.18158	CRFI_TRINITYb_DN23756_c0_g1::TRINITYb_DN23756_c0_g1_i1::g.11154::m.11154, CRFI_TRINITYb_DN63682_c0_g1::TRINITYb_DN63682_c0_g1_i1::g.38470::m.38470
OG0005056	CRCR_TRINITY_DN40022_c0_g1::TRINITY_DN40022_c0_g1_i1::g.18191::m.18191	CRFI_TRINITYb_DN30356_c1_g1::TRINITYb_DN30356_c1_g1_i1::g.30575::m.30575, CRFI_TRINITYb_DN30356_c1_g1::TRINITYb_DN30356_c1_g1_i2::g.30578::m.30578
OG0005057	CRCR_TRINITY_DN40028_c6_g1::TRINITY_DN40028_c6_g1_i1::g.18169::m.18169, CRCR_TRINITY_DN40028_c6_g1::TRINITY_DN40028_c6_g1_i2::g.18171::m.18171	CRFI_TRINITYb_DN31602_c3_g1::TRINITYb_DN31602_c3_g1_i2::g.36263::m.36263
OG0005058	CRCR_TRINITY_DN40034_c0_g1::TRINITY_DN40034_c0_g1_i1::g.18360::m.18360, CRCR_TRINITY_DN40034_c0_g1::TRINITY_DN40034_c0_g1_i2::g.18361::m.18361	CRFI_TRINITYb_DN20214_c0_g1::TRINITYb_DN20214_c0_g1_i1::g.45471::m.45471
OG0005059	CRCR_TRINITY_DN40043_c1_g1::TRINITY_DN40043_c1_g1_i1::g.18310::m.18310, CRCR_TRINITY_DN40043_c1_g1::TRINITY_DN40043_c1_g1_i2::g.18314::m.18314, CRCR_TRINITY_DN40043_c1_g1::TRINITY_DN40043_c1_g1_i4::g.18318::m.18318	
OG0005060	CRCR_TRINITY_DN40053_c0_g1::TRINITY_DN40053_c0_g1_i1::g.18231::m.18231, CRCR_TRINITY_DN40053_c0_g1::TRINITY_DN40053_c0_g1_i2::g.18233::m.18233	CRFI_TRINITYb_DN29598_c0_g1::TRINITYb_DN29598_c0_g1_i1::g.2324::m.2324
OG0005061	CRCR_TRINITY_DN40058_c0_g3::TRINITY_DN40058_c0_g3_i2::g.18279::m.18279, CRCR_TRINITY_DN96049_c0_g1::TRINITY_DN96049_c0_g1_i1::g.45587::m.45587	CRFI_TRINITYb_DN16684_c0_g1::TRINITYb_DN16684_c0_g1_i1::g.16028::m.16028
OG0005062	CRCR_TRINITY_DN40068_c0_g1::TRINITY_DN40068_c0_g1_i1::g.18332::m.18332, CRCR_TRINITY_DN40068_c0_g1::TRINITY_DN40068_c0_g1_i2::g.18334::m.18334	CRFI_TRINITYb_DN24740_c0_g1::TRINITYb_DN24740_c0_g1_i1::g.26169::m.26169
OG0005063	CRCR_TRINITY_DN40069_c0_g1::TRINITY_DN40069_c0_g1_i1::g.18138::m.18138	CRFI_TRINITYb_DN30236_c0_g1::TRINITYb_DN30236_c0_g1_i1::g.786::m.786, CRFI_TRINITYb_DN30236_c0_g1::TRINITYb_DN30236_c0_g1_i2::g.789::m.789
OG0005064	CRCR_TRINITY_DN40075_c0_g1::TRINITY_DN40075_c0_g1_i1::g.18200::m.18200, CRCR_TRINITY_DN40075_c0_g1::TRINITY_DN40075_c0_g1_i3::g.18202::m.18202	CRFI_TRINITYb_DN32619_c7_g1::TRINITYb_DN32619_c7_g1_i2::g.39402::m.39402
OG0005065	CRCR_TRINITY_DN40075_c0_g1::TRINITY_DN40075_c0_g1_i2::g.18201::m.18201, CRCR_TRINITY_DN40075_c0_g1::TRINITY_DN40075_c0_g1_i4::g.18203::m.18203	CRFI_TRINITYb_DN32619_c7_g1::TRINITYb_DN32619_c7_g1_i1::g.39401::m.39401
OG0005066	CRCR_TRINITY_DN40085_c0_g1::TRINITY_DN40085_c0_g1_i2::g.18173::m.18173, CRCR_TRINITY_DN40085_c0_g1::TRINITY_DN40085_c0_g1_i3::g.18174::m.18174	CRFI_TRINITYb_DN28484_c0_g1::TRINITYb_DN28484_c0_g1_i1::g.31745::m.31745
OG0005067	CRCR_TRINITY_DN40086_c0_g1::TRINITY_DN40086_c0_g1_i1::g.18095::m.18095, CRCR_TRINITY_DN40086_c0_g1::TRINITY_DN40086_c0_g1_i3::g.18096::m.18096	CRFI_TRINITYb_DN30435_c0_g1::TRINITYb_DN30435_c0_g1_i1::g.4570::m.4570
OG0005068	CRCR_TRINITY_DN40086_c0_g1::TRINITY_DN40086_c0_g1_i4::g.18098::m.18098, CRCR_TRINITY_DN40086_c0_g1::TRINITY_DN40086_c0_g1_i6::g.18101::m.18101	CRFI_TRINITYb_DN30435_c0_g1::TRINITYb_DN30435_c0_g1_i2::g.4573::m.4573
OG0005069	CRCR_TRINITY_DN40086_c0_g1::TRINITY_DN40086_c0_g1_i4::g.18097::m.18097, CRCR_TRINITY_DN40086_c0_g1::TRINITY_DN40086_c0_g1_i6::g.18100::m.18100	CRFI_TRINITYb_DN30435_c0_g1::TRINITYb_DN30435_c0_g1_i2::g.4572::m.4572
OG0005070	CRCR_TRINITY_DN40107_c0_g1::TRINITY_DN40107_c0_g1_i1::g.46802::m.46802, CRCR_TRINITY_DN40107_c0_g1::TRINITY_DN40107_c0_g1_i2::g.46804::m.46804	CRFI_TRINITYb_DN26785_c0_g2::TRINITYb_DN26785_c0_g2_i1::g.41600::m.41600
OG0005071	CRCR_TRINITY_DN40111_c0_g1::TRINITY_DN40111_c0_g1_i2::g.46730::m.46730, CRCR_TRINITY_DN40111_c0_g1::TRINITY_DN40111_c0_g1_i4::g.46733::m.46733	CRFI_TRINITYb_DN26465_c0_g2::TRINITYb_DN26465_c0_g2_i1::g.48641::m.48641
OG0005072	CRCR_TRINITY_DN40111_c0_g1::TRINITY_DN40111_c0_g1_i2::g.46729::m.46729, CRCR_TRINITY_DN40111_c0_g1::TRINITY_DN40111_c0_g1_i4::g.46732::m.46732	CRFI_TRINITYb_DN26465_c0_g2::TRINITYb_DN26465_c0_g2_i1::g.48638::m.48638
OG0005073	CRCR_TRINITY_DN40127_c0_g2::TRINITY_DN40127_c0_g2_i1::g.46902::m.46902	CRFI_TRINITYb_DN29618_c0_g1::TRINITYb_DN29618_c0_g1_i1::g.45307::m.45307, CRFI_TRINITYb_DN29618_c0_g1::TRINITYb_DN29618_c0_g1_i2::g.45308::m.45308
OG0005074	CRCR_TRINITY_DN40129_c0_g1::TRINITY_DN40129_c0_g1_i1::g.46719::m.46719, CRCR_TRINITY_DN93849_c0_g1::TRINITY_DN93849_c0_g1_i1::g.9359::m.9359	CRFI_TRINITYb_DN28932_c1_g1::TRINITYb_DN28932_c1_g1_i1::g.33888::m.33888
OG0005075	CRCR_TRINITY_DN40130_c0_g1::TRINITY_DN40130_c0_g1_i2::g.46823::m.46823	CRFI_TRINITYb_DN32216_c7_g10::TRINITYb_DN32216_c7_g10_i2::g.28366::m.28366, CRFI_TRINITYb_DN32216_c7_g10::TRINITYb_DN32216_c7_g10_i4::g.28368::m.28368
OG0005076	CRCR_TRINITY_DN40142_c0_g1::TRINITY_DN40142_c0_g1_i2::g.46735::m.46735	CRFI_TRINITYb_DN29456_c0_g1::TRINITYb_DN29456_c0_g1_i2::g.42651::m.42651, CRFI_TRINITYb_DN29456_c0_g1::TRINITYb_DN29456_c0_g1_i4::g.42654::m.42654
OG0005077	CRCR_TRINITY_DN40145_c0_g1::TRINITY_DN40145_c0_g1_i1::g.46965::m.46965, CRCR_TRINITY_DN40145_c0_g1::TRINITY_DN40145_c0_g1_i2::g.46967::m.46967	CRFI_TRINITYb_DN28428_c0_g2::TRINITYb_DN28428_c0_g2_i1::g.31990::m.31990
OG0005078	CRCR_TRINITY_DN40151_c0_g1::TRINITY_DN40151_c0_g1_i2::g.46811::m.46811	CRFI_TRINITYb_DN30121_c0_g1::TRINITYb_DN30121_c0_g1_i3::g.12967::m.12967, CRFI_TRINITYb_DN30121_c0_g1::TRINITYb_DN30121_c0_g1_i4::g.12970::m.12970
OG0005079	CRCR_TRINITY_DN40154_c0_g1::TRINITY_DN40154_c0_g1_i2::g.46781::m.46781	CRFI_TRINITYb_DN27263_c0_g2::TRINITYb_DN27263_c0_g2_i2::g.30876::m.30876, CRFI_TRINITYb_DN27263_c0_g2::TRINITYb_DN27263_c0_g2_i3::g.30877::m.30877
OG0005080	CRCR_TRINITY_DN40156_c0_g1::TRINITY_DN40156_c0_g1_i1::g.46830::m.46830, CRCR_TRINITY_DN40156_c0_g1::TRINITY_DN40156_c0_g1_i2::g.46831::m.46831	CRFI_TRINITYb_DN27525_c0_g2::TRINITYb_DN27525_c0_g2_i1::g.19545::m.19545
OG0005081	CRCR_TRINITY_DN40157_c0_g2::TRINITY_DN40157_c0_g2_i1::g.46846::m.46846, CRCR_TRINITY_DN40157_c0_g2::TRINITY_DN40157_c0_g2_i3::g.46850::m.46850	CRFI_TRINITYb_DN63958_c0_g1::TRINITYb_DN63958_c0_g1_i2::g.44547::m.44547
OG0005082	CRCR_TRINITY_DN40164_c0_g1::TRINITY_DN40164_c0_g1_i1::g.46945::m.46945	CRFI_TRINITYb_DN26531_c0_g1::TRINITYb_DN26531_c0_g1_i1::g.46018::m.46018, CRFI_TRINITYb_DN26931_c0_g1::TRINITYb_DN26931_c0_g1_i1::g.21412::m.21412
OG0005083	CRCR_TRINITY_DN40167_c1_g1::TRINITY_DN40167_c1_g1_i2::g.46818::m.46818, CRCR_TRINITY_DN40167_c1_g1::TRINITY_DN40167_c1_g1_i4::g.46822::m.46822	CRFI_TRINITYb_DN24988_c0_g1::TRINITYb_DN24988_c0_g1_i1::g.3075::m.3075
OG0005084	CRCR_TRINITY_DN40180_c0_g1::TRINITY_DN40180_c0_g1_i1::g.46715::m.46715, CRCR_TRINITY_DN40180_c0_g1::TRINITY_DN40180_c0_g1_i2::g.46717::m.46717	CRFI_TRINITYb_DN30080_c0_g1::TRINITYb_DN30080_c0_g1_i1::g.43344::m.43344
OG0005085	CRCR_TRINITY_DN40184_c0_g2::TRINITY_DN40184_c0_g2_i1::g.46838::m.46838	CRFI_TRINITYb_DN31283_c0_g2::TRINITYb_DN31283_c0_g2_i1::g.9198::m.9198, CRFI_TRINITYb_DN31283_c0_g2::TRINITYb_DN31283_c0_g2_i3::g.9199::m.9199
OG0005086	CRCR_TRINITY_DN40185_c0_g1::TRINITY_DN40185_c0_g1_i1::g.46923::m.46923, CRCR_TRINITY_DN40185_c0_g1::TRINITY_DN40185_c0_g1_i2::g.46924::m.46924	CRFI_TRINITYb_DN29654_c0_g2::TRINITYb_DN29654_c0_g2_i2::g.45305::m.45305
