Orthogroup	CRCR_fixednames	CRFI_fixednames
OG0019449	CRCR_TRINITY_DN41661_c1_g3__TRINITY_DN41661_c1_g3_i1__g.49227__m.49227	
OG0019450	CRCR_TRINITY_DN41663_c0_g1__TRINITY_DN41663_c0_g1_i1__g.49135__m.49135	
OG0019451	CRCR_TRINITY_DN41663_c2_g13__TRINITY_DN41663_c2_g13_i1__g.49136__m.49136	
OG0019452	CRCR_TRINITY_DN41668_c0_g1__TRINITY_DN41668_c0_g1_i4__g.49163__m.49163	
OG0019453	CRCR_TRINITY_DN41681_c0_g2__TRINITY_DN41681_c0_g2_i1__g.49266__m.49266	
OG0019454	CRCR_TRINITY_DN41686_c0_g4__TRINITY_DN41686_c0_g4_i1__g.48954__m.48954	
OG0019455	CRCR_TRINITY_DN41692_c1_g9__TRINITY_DN41692_c1_g9_i1__g.49118__m.49118	
OG0019456	CRCR_TRINITY_DN41698_c0_g2__TRINITY_DN41698_c0_g2_i4__g.49034__m.49034	
OG0019457	CRCR_TRINITY_DN41703_c3_g2__TRINITY_DN41703_c3_g2_i3__g.32849__m.32849	
OG0019458	CRCR_TRINITY_DN41725_c1_g1__TRINITY_DN41725_c1_g1_i3__g.32815__m.32815	
OG0019459	CRCR_TRINITY_DN41731_c0_g1__TRINITY_DN41731_c0_g1_i1__g.33011__m.33011	
OG0019460	CRCR_TRINITY_DN41732_c1_g3__TRINITY_DN41732_c1_g3_i3__g.32758__m.32758	
OG0019461	CRCR_TRINITY_DN41733_c11_g1__TRINITY_DN41733_c11_g1_i2__g.32689__m.32689	
OG0019462	CRCR_TRINITY_DN41733_c12_g2__TRINITY_DN41733_c12_g2_i1__g.32697__m.32697	
OG0019463	CRCR_TRINITY_DN41754_c5_g2__TRINITY_DN41754_c5_g2_i1__g.32834__m.32834	
OG0019464	CRCR_TRINITY_DN41765_c0_g1__TRINITY_DN41765_c0_g1_i1__g.32971__m.32971	
OG0019465	CRCR_TRINITY_DN41769_c0_g1__TRINITY_DN41769_c0_g1_i1__g.32726__m.32726	
OG0019466	CRCR_TRINITY_DN41771_c0_g1__TRINITY_DN41771_c0_g1_i1__g.32851__m.32851	
OG0019467	CRCR_TRINITY_DN41778_c0_g1__TRINITY_DN41778_c0_g1_i1__g.32911__m.32911	
OG0019468	CRCR_TRINITY_DN41786_c0_g1__TRINITY_DN41786_c0_g1_i1__g.32806__m.32806	
OG0019469	CRCR_TRINITY_DN4178_c0_g1__TRINITY_DN4178_c0_g1_i1__g.26096__m.26096	
OG0019470	CRCR_TRINITY_DN41790_c3_g1__TRINITY_DN41790_c3_g1_i3__g.33004__m.33004	
OG0019471	CRCR_TRINITY_DN41792_c0_g1__TRINITY_DN41792_c0_g1_i4__g.32781__m.32781	
OG0019472	CRCR_TRINITY_DN41793_c1_g1__TRINITY_DN41793_c1_g1_i1__g.32735__m.32735	
OG0019473	CRCR_TRINITY_DN41799_c0_g1__TRINITY_DN41799_c0_g1_i1__g.32979__m.32979	
OG0019474	CRCR_TRINITY_DN417_c0_g2__TRINITY_DN417_c0_g2_i1__g.29195__m.29195	
OG0019475	CRCR_TRINITY_DN41801_c0_g1__TRINITY_DN41801_c0_g1_i1__g.32682__m.32682	
OG0019476	CRCR_TRINITY_DN41804_c0_g1__TRINITY_DN41804_c0_g1_i1__g.53909__m.53909	
OG0019477	CRCR_TRINITY_DN41806_c2_g1__TRINITY_DN41806_c2_g1_i1__g.53960__m.53960	
OG0019478	CRCR_TRINITY_DN41806_c2_g1__TRINITY_DN41806_c2_g1_i1__g.53958__m.53958	
OG0019479	CRCR_TRINITY_DN41814_c4_g8__TRINITY_DN41814_c4_g8_i4__g.53932__m.53932	
OG0019480	CRCR_TRINITY_DN41828_c0_g2__TRINITY_DN41828_c0_g2_i1__g.54088__m.54088	
OG0019481	CRCR_TRINITY_DN41831_c0_g2__TRINITY_DN41831_c0_g2_i1__g.53809__m.53809	
OG0019482	CRCR_TRINITY_DN41849_c1_g2__TRINITY_DN41849_c1_g2_i1__g.53869__m.53869	
OG0019483	CRCR_TRINITY_DN41851_c1_g1__TRINITY_DN41851_c1_g1_i2__g.53858__m.53858	
OG0019484	CRCR_TRINITY_DN41861_c0_g1__TRINITY_DN41861_c0_g1_i1__g.53976__m.53976	
OG0019485	CRCR_TRINITY_DN41862_c0_g2__TRINITY_DN41862_c0_g2_i2__g.53993__m.53993	
OG0019486	CRCR_TRINITY_DN41863_c0_g2__TRINITY_DN41863_c0_g2_i2__g.54100__m.54100	
OG0019487	CRCR_TRINITY_DN41878_c4_g1__TRINITY_DN41878_c4_g1_i1__g.53907__m.53907	
OG0019488	CRCR_TRINITY_DN41880_c0_g1__TRINITY_DN41880_c0_g1_i2__g.54074__m.54074	
OG0019489	CRCR_TRINITY_DN41887_c0_g1__TRINITY_DN41887_c0_g1_i2__g.53923__m.53923	
OG0019490	CRCR_TRINITY_DN41887_c0_g1__TRINITY_DN41887_c0_g1_i2__g.53922__m.53922	
OG0019491	CRCR_TRINITY_DN41891_c1_g1__TRINITY_DN41891_c1_g1_i2__g.53934__m.53934	
OG0019492	CRCR_TRINITY_DN41896_c4_g5__TRINITY_DN41896_c4_g5_i1__g.53818__m.53818	
OG0019493	CRCR_TRINITY_DN41900_c0_g3__TRINITY_DN41900_c0_g3_i3__g.54067__m.54067	
OG0019494	CRCR_TRINITY_DN41906_c0_g1__TRINITY_DN41906_c0_g1_i5__g.5792__m.5792	
OG0019495	CRCR_TRINITY_DN41907_c0_g1__TRINITY_DN41907_c0_g1_i1__g.5821__m.5821	
OG0019496	CRCR_TRINITY_DN41909_c0_g1__TRINITY_DN41909_c0_g1_i1__g.5675__m.5675	
OG0019497	CRCR_TRINITY_DN41923_c2_g7__TRINITY_DN41923_c2_g7_i5__g.5839__m.5839	
OG0019498	CRCR_TRINITY_DN41929_c0_g6__TRINITY_DN41929_c0_g6_i1__g.5764__m.5764	
OG0019499	CRCR_TRINITY_DN41930_c1_g1__TRINITY_DN41930_c1_g1_i1__g.5856__m.5856	
OG0019500	CRCR_TRINITY_DN41933_c2_g2__TRINITY_DN41933_c2_g2_i1__g.5538__m.5538	
OG0019501	CRCR_TRINITY_DN41934_c0_g2__TRINITY_DN41934_c0_g2_i1__g.5678__m.5678	
OG0019502	CRCR_TRINITY_DN41935_c4_g2__TRINITY_DN41935_c4_g2_i1__g.5665__m.5665	
OG0019503	CRCR_TRINITY_DN41935_c5_g1__TRINITY_DN41935_c5_g1_i2__g.5668__m.5668	
OG0019504	CRCR_TRINITY_DN41944_c3_g1__TRINITY_DN41944_c3_g1_i1__g.5660__m.5660	
OG0019505	CRCR_TRINITY_DN41944_c3_g1__TRINITY_DN41944_c3_g1_i1__g.5659__m.5659	
OG0019506	CRCR_TRINITY_DN41945_c3_g2__TRINITY_DN41945_c3_g2_i1__g.5729__m.5729	
OG0019507	CRCR_TRINITY_DN41947_c1_g20__TRINITY_DN41947_c1_g20_i2__g.5519__m.5519	
OG0019508	CRCR_TRINITY_DN41947_c1_g20__TRINITY_DN41947_c1_g20_i2__g.5521__m.5521	
OG0019509	CRCR_TRINITY_DN41949_c4_g1__TRINITY_DN41949_c4_g1_i1__g.5702__m.5702	
OG0019510	CRCR_TRINITY_DN41953_c0_g12__TRINITY_DN41953_c0_g12_i3__g.5747__m.5747	
OG0019511	CRCR_TRINITY_DN41956_c0_g1__TRINITY_DN41956_c0_g1_i2__g.5505__m.5505	
OG0019512	CRCR_TRINITY_DN41966_c0_g1__TRINITY_DN41966_c0_g1_i1__g.5551__m.5551	
OG0019513	CRCR_TRINITY_DN41968_c0_g1__TRINITY_DN41968_c0_g1_i1__g.5558__m.5558	
OG0019514	CRCR_TRINITY_DN41974_c3_g1__TRINITY_DN41974_c3_g1_i1__g.5802__m.5802	
OG0019515	CRCR_TRINITY_DN41974_c3_g1__TRINITY_DN41974_c3_g1_i1__g.5801__m.5801	
OG0019516	CRCR_TRINITY_DN41974_c5_g1__TRINITY_DN41974_c5_g1_i1__g.5804__m.5804	
OG0019517	CRCR_TRINITY_DN41979_c0_g1__TRINITY_DN41979_c0_g1_i1__g.5734__m.5734	
OG0019518	CRCR_TRINITY_DN41982_c7_g2__TRINITY_DN41982_c7_g2_i4__g.5875__m.5875	
OG0019519	CRCR_TRINITY_DN41984_c0_g5__TRINITY_DN41984_c0_g5_i1__g.5617__m.5617	
OG0019520	CRCR_TRINITY_DN41987_c7_g1__TRINITY_DN41987_c7_g1_i1__g.5645__m.5645	
OG0019521	CRCR_TRINITY_DN41990_c0_g1__TRINITY_DN41990_c0_g1_i1__g.5593__m.5593	
OG0019522	CRCR_TRINITY_DN41990_c4_g13__TRINITY_DN41990_c4_g13_i2__g.5594__m.5594	
OG0019523	CRCR_TRINITY_DN42003_c0_g1__TRINITY_DN42003_c0_g1_i5__g.55592__m.55592	
OG0019524	CRCR_TRINITY_DN42004_c0_g2__TRINITY_DN42004_c0_g2_i1__g.55718__m.55718	
OG0019525	CRCR_TRINITY_DN42015_c0_g2__TRINITY_DN42015_c0_g2_i2__g.55521__m.55521	
OG0019526	CRCR_TRINITY_DN42025_c3_g84__TRINITY_DN42025_c3_g84_i1__g.55772__m.55772	
OG0019527	CRCR_TRINITY_DN42033_c0_g1__TRINITY_DN42033_c0_g1_i1__g.55501__m.55501	
OG0019528	CRCR_TRINITY_DN42039_c0_g1__TRINITY_DN42039_c0_g1_i1__g.55673__m.55673	
OG0019529	CRCR_TRINITY_DN42039_c0_g1__TRINITY_DN42039_c0_g1_i2__g.55674__m.55674	
OG0019530	CRCR_TRINITY_DN42040_c0_g1__TRINITY_DN42040_c0_g1_i1__g.55663__m.55663	
OG0019531	CRCR_TRINITY_DN42046_c6_g1__TRINITY_DN42046_c6_g1_i1__g.55475__m.55475	
OG0019532	CRCR_TRINITY_DN42048_c0_g5__TRINITY_DN42048_c0_g5_i3__g.55599__m.55599	
OG0019533	CRCR_TRINITY_DN42054_c0_g1__TRINITY_DN42054_c0_g1_i2__g.55535__m.55535	
OG0019534	CRCR_TRINITY_DN42066_c0_g1__TRINITY_DN42066_c0_g1_i1__g.55616__m.55616	
OG0019535	CRCR_TRINITY_DN42070_c3_g7__TRINITY_DN42070_c3_g7_i1__g.55585__m.55585	
OG0019536	CRCR_TRINITY_DN42073_c0_g1__TRINITY_DN42073_c0_g1_i5__g.55699__m.55699	
OG0019537	CRCR_TRINITY_DN42082_c1_g1__TRINITY_DN42082_c1_g1_i1__g.55672__m.55672	
OG0019538	CRCR_TRINITY_DN42084_c0_g2__TRINITY_DN42084_c0_g2_i3__g.55782__m.55782	
OG0019539	CRCR_TRINITY_DN4208_c0_g1__TRINITY_DN4208_c0_g1_i1__g.1307__m.1307	
OG0019540	CRCR_TRINITY_DN42091_c1_g1__TRINITY_DN42091_c1_g1_i2__g.55506__m.55506	
OG0019541	CRCR_TRINITY_DN42099_c2_g7__TRINITY_DN42099_c2_g7_i3__g.55542__m.55542	
OG0019542	CRCR_TRINITY_DN42110_c0_g1__TRINITY_DN42110_c0_g1_i1__g.6786__m.6786	
OG0019543	CRCR_TRINITY_DN42115_c7_g11__TRINITY_DN42115_c7_g11_i1__g.6773__m.6773	
OG0019544	CRCR_TRINITY_DN42119_c1_g2__TRINITY_DN42119_c1_g2_i1__g.6887__m.6887	
OG0019545	CRCR_TRINITY_DN4212_c0_g1__TRINITY_DN4212_c0_g1_i1__g.1304__m.1304	
OG0019546	CRCR_TRINITY_DN42134_c0_g2__TRINITY_DN42134_c0_g2_i1__g.6830__m.6830	
OG0019547	CRCR_TRINITY_DN42167_c2_g1__TRINITY_DN42167_c2_g1_i2__g.6816__m.6816	
OG0019548	CRCR_TRINITY_DN42174_c0_g1__TRINITY_DN42174_c0_g1_i1__g.6707__m.6707	
OG0019549	CRCR_TRINITY_DN42179_c2_g1__TRINITY_DN42179_c2_g1_i1__g.6928__m.6928	
OG0019550	CRCR_TRINITY_DN42184_c0_g1__TRINITY_DN42184_c0_g1_i1__g.6612__m.6612	
OG0019551	CRCR_TRINITY_DN42185_c0_g1__TRINITY_DN42185_c0_g1_i2__g.6875__m.6875	
OG0019552	CRCR_TRINITY_DN42188_c0_g1__TRINITY_DN42188_c0_g1_i1__g.6697__m.6697	
OG0019553	CRCR_TRINITY_DN42203_c1_g1__TRINITY_DN42203_c1_g1_i1__g.32470__m.32470	
OG0019554	CRCR_TRINITY_DN42203_c2_g1__TRINITY_DN42203_c2_g1_i1__g.32472__m.32472	
OG0019555	CRCR_TRINITY_DN42209_c4_g7__TRINITY_DN42209_c4_g7_i1__g.32405__m.32405	
OG0019556	CRCR_TRINITY_DN42209_c5_g7__TRINITY_DN42209_c5_g7_i1__g.32407__m.32407	
OG0019557	CRCR_TRINITY_DN42210_c7_g5__TRINITY_DN42210_c7_g5_i1__g.32651__m.32651	
OG0019558	CRCR_TRINITY_DN42221_c0_g2__TRINITY_DN42221_c0_g2_i1__g.32313__m.32313	
OG0019559	CRCR_TRINITY_DN42230_c0_g78__TRINITY_DN42230_c0_g78_i3__g.32506__m.32506	
OG0019560	CRCR_TRINITY_DN42234_c0_g1__TRINITY_DN42234_c0_g1_i2__g.32461__m.32461	
OG0019561	CRCR_TRINITY_DN42235_c2_g5__TRINITY_DN42235_c2_g5_i1__g.32607__m.32607	
OG0019562	CRCR_TRINITY_DN42237_c0_g7__TRINITY_DN42237_c0_g7_i3__g.32438__m.32438	
OG0019563	CRCR_TRINITY_DN42238_c3_g2__TRINITY_DN42238_c3_g2_i1__g.32540__m.32540	
OG0019564	CRCR_TRINITY_DN42239_c0_g1__TRINITY_DN42239_c0_g1_i2__g.32426__m.32426	
OG0019565	CRCR_TRINITY_DN42251_c0_g1__TRINITY_DN42251_c0_g1_i1__g.32468__m.32468	
OG0019566	CRCR_TRINITY_DN42263_c0_g1__TRINITY_DN42263_c0_g1_i1__g.32330__m.32330	
OG0019567	CRCR_TRINITY_DN42267_c0_g1__TRINITY_DN42267_c0_g1_i4__g.32365__m.32365	
OG0019568	CRCR_TRINITY_DN42270_c0_g1__TRINITY_DN42270_c0_g1_i1__g.32467__m.32467	
OG0019569	CRCR_TRINITY_DN42289_c0_g1__TRINITY_DN42289_c0_g1_i1__g.32446__m.32446	
OG0019570	CRCR_TRINITY_DN42296_c0_g1__TRINITY_DN42296_c0_g1_i1__g.32553__m.32553	
OG0019571	CRCR_TRINITY_DN42298_c0_g2__TRINITY_DN42298_c0_g2_i3__g.32585__m.32585	
OG0019572	CRCR_TRINITY_DN42302_c0_g1__TRINITY_DN42302_c0_g1_i1__g.28411__m.28411	
OG0019573	CRCR_TRINITY_DN42303_c1_g3__TRINITY_DN42303_c1_g3_i1__g.28476__m.28476	
OG0019574	CRCR_TRINITY_DN42316_c2_g1__TRINITY_DN42316_c2_g1_i1__g.28740__m.28740	
OG0019575	CRCR_TRINITY_DN42325_c3_g12__TRINITY_DN42325_c3_g12_i3__g.28614__m.28614	
OG0019576	CRCR_TRINITY_DN42325_c3_g12__TRINITY_DN42325_c3_g12_i3__g.28615__m.28615	
OG0019577	CRCR_TRINITY_DN42328_c0_g1__TRINITY_DN42328_c0_g1_i1__g.28497__m.28497	
OG0019578	CRCR_TRINITY_DN4232_c0_g1__TRINITY_DN4232_c0_g1_i1__g.1310__m.1310	
OG0019579	CRCR_TRINITY_DN42332_c0_g1__TRINITY_DN42332_c0_g1_i1__g.28637__m.28637	
OG0019580	CRCR_TRINITY_DN42335_c2_g1__TRINITY_DN42335_c2_g1_i1__g.28631__m.28631	
OG0019581	CRCR_TRINITY_DN42343_c2_g1__TRINITY_DN42343_c2_g1_i1__g.28541__m.28541	
OG0019582	CRCR_TRINITY_DN42343_c2_g2__TRINITY_DN42343_c2_g2_i14__g.28550__m.28550	
OG0019583	CRCR_TRINITY_DN42355_c0_g1__TRINITY_DN42355_c0_g1_i1__g.28638__m.28638	
OG0019584	CRCR_TRINITY_DN42357_c0_g1__TRINITY_DN42357_c0_g1_i1__g.28485__m.28485	
OG0019585	CRCR_TRINITY_DN42358_c0_g1__TRINITY_DN42358_c0_g1_i1__g.28436__m.28436	
OG0019586	CRCR_TRINITY_DN4235_c0_g1__TRINITY_DN4235_c0_g1_i1__g.1319__m.1319	
OG0019587	CRCR_TRINITY_DN42360_c0_g1__TRINITY_DN42360_c0_g1_i1__g.28581__m.28581	
OG0019588	CRCR_TRINITY_DN42363_c1_g2__TRINITY_DN42363_c1_g2_i2__g.28709__m.28709	
OG0019589	CRCR_TRINITY_DN42363_c2_g1__TRINITY_DN42363_c2_g1_i1__g.28714__m.28714	
OG0019590	CRCR_TRINITY_DN42363_c2_g1__TRINITY_DN42363_c2_g1_i2__g.28718__m.28718	
OG0019591	CRCR_TRINITY_DN42366_c2_g2__TRINITY_DN42366_c2_g2_i1__g.28785__m.28785	
OG0019592	CRCR_TRINITY_DN42366_c2_g4__TRINITY_DN42366_c2_g4_i1__g.28788__m.28788	
OG0019593	CRCR_TRINITY_DN42372_c0_g1__TRINITY_DN42372_c0_g1_i4__g.28557__m.28557	
OG0019594	CRCR_TRINITY_DN42374_c1_g1__TRINITY_DN42374_c1_g1_i1__g.28395__m.28395	
OG0019595	CRCR_TRINITY_DN42385_c1_g4__TRINITY_DN42385_c1_g4_i1__g.28601__m.28601	
OG0019596	CRCR_TRINITY_DN42396_c0_g1__TRINITY_DN42396_c0_g1_i2__g.28783__m.28783	
OG0019597	CRCR_TRINITY_DN42398_c3_g1__TRINITY_DN42398_c3_g1_i1__g.28639__m.28639	
OG0019598	CRCR_TRINITY_DN42398_c6_g2__TRINITY_DN42398_c6_g2_i1__g.28640__m.28640	
OG0019599	CRCR_TRINITY_DN42398_c9_g2__TRINITY_DN42398_c9_g2_i1__g.28641__m.28641	
OG0019600	CRCR_TRINITY_DN42404_c1_g6__TRINITY_DN42404_c1_g6_i1__g.16911__m.16911	
OG0019601	CRCR_TRINITY_DN42408_c1_g3__TRINITY_DN42408_c1_g3_i1__g.16800__m.16800	
OG0019602	CRCR_TRINITY_DN42411_c2_g1__TRINITY_DN42411_c2_g1_i1__g.16922__m.16922	
OG0019603	CRCR_TRINITY_DN42412_c5_g3__TRINITY_DN42412_c5_g3_i1__g.16934__m.16934	
OG0019604	CRCR_TRINITY_DN42414_c0_g1__TRINITY_DN42414_c0_g1_i2__g.16762__m.16762	
OG0019605	CRCR_TRINITY_DN42416_c1_g1__TRINITY_DN42416_c1_g1_i1__g.16938__m.16938	
OG0019606	CRCR_TRINITY_DN42429_c0_g6__TRINITY_DN42429_c0_g6_i3__g.16799__m.16799	
OG0019607	CRCR_TRINITY_DN42437_c0_g1__TRINITY_DN42437_c0_g1_i1__g.16901__m.16901	
OG0019608	CRCR_TRINITY_DN4244_c0_g2__TRINITY_DN4244_c0_g2_i1__g.1303__m.1303	
OG0019609	CRCR_TRINITY_DN42452_c0_g1__TRINITY_DN42452_c0_g1_i2__g.16724__m.16724	
OG0019610	CRCR_TRINITY_DN42452_c2_g5__TRINITY_DN42452_c2_g5_i1__g.16728__m.16728	
OG0019611	CRCR_TRINITY_DN42452_c2_g5__TRINITY_DN42452_c2_g5_i1__g.16729__m.16729	
OG0019612	CRCR_TRINITY_DN42467_c2_g3__TRINITY_DN42467_c2_g3_i1__g.16757__m.16757	
OG0019613	CRCR_TRINITY_DN42468_c6_g4__TRINITY_DN42468_c6_g4_i2__g.16895__m.16895	
OG0019614	CRCR_TRINITY_DN42471_c1_g1__TRINITY_DN42471_c1_g1_i1__g.16956__m.16956	
OG0019615	CRCR_TRINITY_DN42471_c1_g1__TRINITY_DN42471_c1_g1_i1__g.16954__m.16954	
OG0019616	CRCR_TRINITY_DN42477_c0_g2__TRINITY_DN42477_c0_g2_i2__g.16876__m.16876	
OG0019617	CRCR_TRINITY_DN42482_c1_g2__TRINITY_DN42482_c1_g2_i2__g.16719__m.16719	
OG0019618	CRCR_TRINITY_DN42483_c1_g1__TRINITY_DN42483_c1_g1_i1__g.16975__m.16975	
OG0019619	CRCR_TRINITY_DN42483_c2_g1__TRINITY_DN42483_c2_g1_i1__g.16978__m.16978	
OG0019620	CRCR_TRINITY_DN42485_c4_g8__TRINITY_DN42485_c4_g8_i2__g.17014__m.17014	
OG0019621	CRCR_TRINITY_DN42486_c0_g2__TRINITY_DN42486_c0_g2_i1__g.16972__m.16972	
OG0019622	CRCR_TRINITY_DN42487_c0_g1__TRINITY_DN42487_c0_g1_i2__g.16863__m.16863	
OG0019623	CRCR_TRINITY_DN42488_c0_g1__TRINITY_DN42488_c0_g1_i1__g.17021__m.17021	
OG0019624	CRCR_TRINITY_DN42494_c0_g2__TRINITY_DN42494_c0_g2_i2__g.16734__m.16734	
OG0019625	CRCR_TRINITY_DN42499_c0_g7__TRINITY_DN42499_c0_g7_i1__g.16904__m.16904	
OG0019626	CRCR_TRINITY_DN42507_c0_g1__TRINITY_DN42507_c0_g1_i1__g.31134__m.31134	
OG0019627	CRCR_TRINITY_DN42516_c0_g1__TRINITY_DN42516_c0_g1_i1__g.31118__m.31118	
OG0019628	CRCR_TRINITY_DN42519_c1_g1__TRINITY_DN42519_c1_g1_i1__g.30994__m.30994	
OG0019629	CRCR_TRINITY_DN42522_c0_g1__TRINITY_DN42522_c0_g1_i3__g.31022__m.31022	
OG0019630	CRCR_TRINITY_DN42526_c0_g13__TRINITY_DN42526_c0_g13_i6__g.31148__m.31148	
OG0019631	CRCR_TRINITY_DN42527_c0_g2__TRINITY_DN42527_c0_g2_i1__g.30877__m.30877	
OG0019632	CRCR_TRINITY_DN42535_c2_g1__TRINITY_DN42535_c2_g1_i1__g.31032__m.31032	
OG0019633	CRCR_TRINITY_DN42538_c1_g12__TRINITY_DN42538_c1_g12_i11__g.30862__m.30862	
OG0019634	CRCR_TRINITY_DN42539_c0_g3__TRINITY_DN42539_c0_g3_i2__g.31179__m.31179	
OG0019635	CRCR_TRINITY_DN42540_c3_g1__TRINITY_DN42540_c3_g1_i1__g.31008__m.31008	
OG0019636	CRCR_TRINITY_DN42540_c3_g1__TRINITY_DN42540_c3_g1_i1__g.31007__m.31007	
OG0019637	CRCR_TRINITY_DN42541_c6_g1__TRINITY_DN42541_c6_g1_i1__g.31226__m.31226	
OG0019638	CRCR_TRINITY_DN42544_c0_g1__TRINITY_DN42544_c0_g1_i2__g.30878__m.30878	
OG0019639	CRCR_TRINITY_DN42545_c1_g5__TRINITY_DN42545_c1_g5_i1__g.30923__m.30923	
OG0019640	CRCR_TRINITY_DN42546_c0_g1__TRINITY_DN42546_c0_g1_i1__g.30930__m.30930	
OG0019641	CRCR_TRINITY_DN42546_c0_g1__TRINITY_DN42546_c0_g1_i9__g.30958__m.30958	
OG0019642	CRCR_TRINITY_DN42553_c4_g1__TRINITY_DN42553_c4_g1_i3__g.31173__m.31173	
OG0019643	CRCR_TRINITY_DN42553_c8_g1__TRINITY_DN42553_c8_g1_i1__g.31175__m.31175	
OG0019644	CRCR_TRINITY_DN42555_c0_g1__TRINITY_DN42555_c0_g1_i1__g.31004__m.31004	
OG0019645	CRCR_TRINITY_DN42559_c0_g2__TRINITY_DN42559_c0_g2_i3__g.31188__m.31188	
OG0019646	CRCR_TRINITY_DN42564_c1_g3__TRINITY_DN42564_c1_g3_i2__g.31042__m.31042	
OG0019647	CRCR_TRINITY_DN42567_c0_g1__TRINITY_DN42567_c0_g1_i1__g.30974__m.30974	
OG0019648	CRCR_TRINITY_DN42571_c7_g1__TRINITY_DN42571_c7_g1_i3__g.30912__m.30912	
OG0019649	CRCR_TRINITY_DN42574_c0_g5__TRINITY_DN42574_c0_g5_i1__g.30879__m.30879	
OG0019650	CRCR_TRINITY_DN42577_c0_g1__TRINITY_DN42577_c0_g1_i4__g.31029__m.31029	
OG0019651	CRCR_TRINITY_DN42579_c2_g9__TRINITY_DN42579_c2_g9_i1__g.30895__m.30895	
OG0019652	CRCR_TRINITY_DN42583_c0_g3__TRINITY_DN42583_c0_g3_i4__g.31091__m.31091	
OG0019653	CRCR_TRINITY_DN42592_c0_g2__TRINITY_DN42592_c0_g2_i1__g.30834__m.30834	
OG0019654	CRCR_TRINITY_DN42597_c0_g5__TRINITY_DN42597_c0_g5_i1__g.31055__m.31055	
OG0019655	CRCR_TRINITY_DN42607_c0_g1__TRINITY_DN42607_c0_g1_i1__g.39906__m.39906	
OG0019656	CRCR_TRINITY_DN42616_c0_g2__TRINITY_DN42616_c0_g2_i1__g.39823__m.39823	
OG0019657	CRCR_TRINITY_DN4261_c0_g1__TRINITY_DN4261_c0_g1_i1__g.1322__m.1322	
OG0019658	CRCR_TRINITY_DN42631_c1_g1__TRINITY_DN42631_c1_g1_i2__g.39871__m.39871	
OG0019659	CRCR_TRINITY_DN42632_c0_g10__TRINITY_DN42632_c0_g10_i1__g.39673__m.39673	
OG0019660	CRCR_TRINITY_DN42641_c1_g1__TRINITY_DN42641_c1_g1_i1__g.39947__m.39947	
OG0019661	CRCR_TRINITY_DN42642_c0_g1__TRINITY_DN42642_c0_g1_i1__g.39847__m.39847	
OG0019662	CRCR_TRINITY_DN42643_c0_g1__TRINITY_DN42643_c0_g1_i1__g.39935__m.39935	
OG0019663	CRCR_TRINITY_DN42651_c3_g1__TRINITY_DN42651_c3_g1_i1__g.39874__m.39874	
OG0019664	CRCR_TRINITY_DN42652_c0_g1__TRINITY_DN42652_c0_g1_i4__g.39653__m.39653	
OG0019665	CRCR_TRINITY_DN42663_c0_g4__TRINITY_DN42663_c0_g4_i1__g.39788__m.39788	
OG0019666	CRCR_TRINITY_DN42669_c0_g3__TRINITY_DN42669_c0_g3_i1__g.39863__m.39863	
OG0019667	CRCR_TRINITY_DN42670_c0_g1__TRINITY_DN42670_c0_g1_i3__g.39758__m.39758	
OG0019668	CRCR_TRINITY_DN42672_c0_g3__TRINITY_DN42672_c0_g3_i1__g.39676__m.39676	
OG0019669	CRCR_TRINITY_DN42683_c0_g1__TRINITY_DN42683_c0_g1_i1__g.39795__m.39795	
OG0019670	CRCR_TRINITY_DN42684_c0_g2__TRINITY_DN42684_c0_g2_i2__g.39701__m.39701	
OG0019671	CRCR_TRINITY_DN42700_c0_g1__TRINITY_DN42700_c0_g1_i1__g.39905__m.39905	
OG0019672	CRCR_TRINITY_DN42708_c2_g1__TRINITY_DN42708_c2_g1_i1__g.43160__m.43160	
OG0019673	CRCR_TRINITY_DN42710_c3_g1__TRINITY_DN42710_c3_g1_i2__g.43004__m.43004	
OG0019674	CRCR_TRINITY_DN42710_c3_g1__TRINITY_DN42710_c3_g1_i4__g.43008__m.43008	
OG0019675	CRCR_TRINITY_DN42710_c3_g1__TRINITY_DN42710_c3_g1_i4__g.43007__m.43007	
OG0019676	CRCR_TRINITY_DN42732_c2_g1__TRINITY_DN42732_c2_g1_i1__g.42991__m.42991	
OG0019677	CRCR_TRINITY_DN42732_c3_g2__TRINITY_DN42732_c3_g2_i3__g.42996__m.42996	
OG0019678	CRCR_TRINITY_DN42732_c3_g2__TRINITY_DN42732_c3_g2_i3__g.42995__m.42995	
OG0019679	CRCR_TRINITY_DN42732_c3_g3__TRINITY_DN42732_c3_g3_i1__g.42993__m.42993	
OG0019680	CRCR_TRINITY_DN42740_c0_g1__TRINITY_DN42740_c0_g1_i1__g.43073__m.43073	
OG0019681	CRCR_TRINITY_DN42745_c2_g1__TRINITY_DN42745_c2_g1_i1__g.43165__m.43165	
OG0019682	CRCR_TRINITY_DN42746_c5_g19__TRINITY_DN42746_c5_g19_i4__g.43121__m.43121	
OG0019683	CRCR_TRINITY_DN42749_c3_g6__TRINITY_DN42749_c3_g6_i3__g.42985__m.42985	
OG0019684	CRCR_TRINITY_DN4274_c0_g1__TRINITY_DN4274_c0_g1_i1__g.1316__m.1316	
